FID,Id,Status,PIN,X,Y,Area,Prev_Area,Pct_Change,Comment,Shape_Leng,Shape_Area,Shape__Area,Shape__Length
6771,,New,090-11-09-34.00-1003,371328.46,1497569.72,331.16,0,0, ,86.3723925286,331.156407169,51.53515625,34.0771521053078
6772,,New,090-11-09-34.00-1003,371361,1497536.09,636.15,0,0, ,138.519101327,636.147748237,98.98828125,54.6494216274105
6773,,Existing,090-11-09-34.00-600,371238.4,1497351.9,2831.14,0,0, ,242.21061443,2831.13972175,440.58984375,95.541320246141
6774,,Existing,090-11-09-34.00-800,371446.86,1497145.86,2222.98,0,0, ,210.076703133,2222.97571643,345.9296875,82.8846918288666
6775,,New,090-11-09-34.00-1003,371207.38,1498046.37,1443.58,0,0, ,156.160447651,1443.57255759,224.66015625,61.6215225806132
6776,,New,095-10-09-03.21-100,372440.88,1493726.22,2140.72,0,0, ,201.286204617,2041.72850932,317.640625,79.3842401984018
6777,,New,095-10-09-03.21-100,372516.42,1493754.06,2045.66,0,0, ,197.348377021,1949.2628113,303.25390625,77.8420677493756
6778,,New,095-10-09-03.21-100,372580.7,1493778.98,2092.79,0,0, ,199.756990867,1990.94874599,309.7421875,78.781917857183
6779,,New,095-10-09-03.21-100,372520.19,1493863.08,2051.76,0,0, ,189.171764468,1947.07245911,302.91796875,74.6126910160957
6780,,New,095-10-09-03.21-100,372510.06,1494015.75,2176.03,0,0, ,200.78594099,2016.15839121,313.6640625,79.1898982913955
6781,,New,095-10-09-03.21-100,372580.59,1494040.63,2167.16,0,0, ,203.024428413,2073.70097622,322.6328125,80.0720003244442
6782,,Existing,095-10-09-03.21-101,372668.45,1494247,2625.01,0,0, ,230.706689201,2625.01094292,408.3984375,90.9712435779577
6783,,New,095-11-09-34.34-104,372589.99,1494441.78,2915.57,0,0, ,218.840504622,2806.88790145,436.71484375,86.3306607740369
6784,,Existing,095-11-09-34.34-125,372429.06,1494575.99,1659.65,0,0, ,172.784732169,1659.64155492,258.22265625,68.1087463694585
6785,,New,095-11-09-34.34-160,372815.75,1495015.27,1884.54,0,0, ,196.298163824,1884.5181059,293.21875,77.4235051715086
6786,,New,095-11-09-34.34-159,372838.28,1494926.25,492.24,0,0, ,88.7534723198,492.236487413,76.58984375,35.0080197103413
6787,,Changed,095-11-09-34.34-129,372807.04,1494571.64,1536.72,1721.03,-10.71, ,149.855743241,1323.66424301,205.94921875,59.1383593962012
6788,,Existing,095-11-09-34.34-128,372667.42,1494577.89,1758.2,0,0, ,184.332447314,1758.1935185,273.55078125,72.6747394769752
6789,,New,095-11-09-34.34-164,372581,1495070.13,2056.87,0,0, ,197.83066553,1948.01676997,303.09765625,78.0359028634042
6790,,New,095-11-09-34.34-163,372624.62,1495055.62,168.03,0,0, ,50.3357366985,150.872511151,23.47265625,19.8637798547858
6791,,New,095-11-09-34.34-156,372677.22,1494919.77,1921.28,0,0, ,195.135115997,1921.27788188,298.93359375,76.9693493705457
6792,,Existing,095-11-09-34.34-154,372581.76,1494828.65,1706.58,0,0, ,163.208108792,1588.33651467,247.12890625,64.3497344354778
6793,,New,095-11-09-34.34-185,372823.94,1495257.6,2053.35,0,0, ,215.174072906,2053.35124702,319.484375,84.8614573574204
6794,,New,095-11-09-34.34-184,372818.81,1495158.35,2078.8,0,0, ,216.733524366,2078.79023917,323.4453125,85.4751487645432
6795,,New,095-11-09-34.34-161,372816.76,1495089.35,1825.11,0,0, ,192.499027796,1825.10642581,283.97265625,75.9255841418348
6796,,New,095-11-09-34.34-159,372823.53,1494959.53,1932.17,0,0, ,193.674365336,1932.16519265,300.625,76.3354870983585
6797,,New,095-11-09-34.34-158,372817.51,1494866.69,1991.32,0,0, ,203.423958222,1991.31769349,309.828125,80.2298809849193
6798,,New,095-11-09-34.34-157,372817.76,1494793.77,2106.67,0,0, ,202.987882237,2012.22271678,313.08203125,80.0575893487911
6799,,New,095-11-09-34.34-131,372817.04,1494725.45,2136.1,0,0, ,204.826862128,2039.05529477,317.25390625,80.7844778560849
6800,,Existing,095-11-09-34.34-130,372807.43,1494657.51,1401.7,0,0, ,163.625078703,1401.69681013,218.08984375,64.5586449004714
6801,,New,095-11-09-34.34-129,372851.9,1494597.98,751.31,0,0, ,109.65260242,751.302926156,116.89453125,43.2509119410923
6802,,Existing,095-11-09-34.34-102,372810.58,1494500.69,1947.37,0,0, ,153.665615404,1404.64786429,218.546875,60.6393529363674
6803,,Existing,095-11-09-34.34-103,372666.23,1494448.65,1614.42,0,0, ,177.532005195,1614.4235534,251.1796875,70.0341051258641
6804,,New,095-11-09-29.00-200,360017.72,1502580.04,683.73,0,0, ,104.776693337,683.726527376,106.4453125,41.3466787226557
6805,,Existing,095-10-09-10.23-100,370697.62,1486987.08,6360.67,0,0, ,435.88850883,6360.67570387,989.05078125,171.95664536808
6806,,Existing,095-10-09-10.23-100,370656.92,1486958.04,5652.89,0,0, ,431.067716578,5652.9054095,879,170.057994262444
6807,,Existing,095-10-09-10.23-100,370395.12,1486496.25,3184.68,0,0, ,246.590908329,3184.70702278,495.1875,97.3139405708822
6808,,Existing,095-10-09-10.23-100,370428.01,1486380.95,966.02,0,0, ,127.127732002,966.02106915,150.203125,50.1419548389762
6809,,Existing,095-10-09-10.23-100,370328.23,1486383.27,755.79,0,0, ,111.260797639,755.786588135,117.515625,43.8589949417066
6810,,Existing,095-10-09-10.23-100,370342.92,1487013.76,386.93,0,0, ,80.427907786,386.930731321,60.16015625,31.7282145366476
6811,,New,090-11-09-27.00-300,370270.19,1500895.1,168.64,0,0, ,46.3342422545,168.640649717,26.25390625,18.2808952953395
6812,,New,095-10-09-03.00-115,374137.01,1493346.86,4554.39,0,0, ,343.272992049,4554.40051093,708.546875,135.473329069506
6813,,New,095-10-09-03.00-117,374079.84,1492945.92,4846.03,0,0, ,355.815473501,4846.00912352,753.8828125,140.258037188241
6814,,New,095-10-09-03.00-116,374147.02,1493186.87,7632.83,0,0, ,439.879380596,7632.83293204,1187.44140625,173.609919097456
6815,,Existing,095-10-09-03.00-300,374906.52,1493577.98,198559.56,0,0, ,2162.4081935,198559.495679,30890.93359375,852.895196701464
6816,,New,095-11-09-34.44-8800,374513.51,1495072.09,6640.03,0,0, ,358.44838258,6640.05816057,1033.15234375,141.388257557835
6817,,New,095-11-09-34.44-8600,374320.93,1494848.09,5179.22,0,0, ,302.17969896,5179.2281416,805.84765625,119.192061074208
6818,,New,095-11-09-34.44-8900,374223.58,1494559.1,19992.36,0,0, ,696.370869939,19992.359368,3110.55078125,274.665667048385
6819,,New,095-11-09-34.44-8400,374661.49,1494516.74,8387.89,0,0, ,446.426062373,8387.88534306,1305.046875,176.085860645526
6820,,New,095-11-09-34.44-7000,374705.42,1495052.98,2702.73,0,0, ,232.096105941,2702.71335123,420.515625,91.554597375498
6821,,New,095-11-09-34.44-7100,374752.84,1495015.04,2956.18,0,0, ,231.00170195,2956.18593259,459.97265625,91.1194246861091
6822,,New,095-11-09-34.44-7300,374844.34,1494937.19,2116.07,0,0, ,198.905422338,2116.05666994,329.23828125,78.459263221717
6823,,New,095-11-09-34.41-4100,374091.03,1495755.26,3865.37,0,0, ,262.193472358,3865.36170874,601.4609375,103.429913799535
6824,,New,095-11-09-34.41-3100,374456.35,1495897.9,3297.57,0,0, ,262.162215305,3297.56382697,513.109375,103.437409892781
6825,,New,095-11-09-34.41-3000,374529.79,1495897.1,3268.96,0,0, ,260.458500629,3268.9605163,508.66015625,102.763988704061
6826,,New,095-11-09-34.41-2700,374602.55,1495896.42,3249.41,0,0, ,259.897938909,3249.40181155,505.625,102.54311939986
6827,,New,095-11-09-34.41-2600,374675.77,1495897.41,3487.23,0,0, ,243.133787317,3487.22536735,542.6171875,95.9103644188547
6828,,New,095-11-09-34.41-2300,374747.28,1495897.08,3451.18,0,0, ,241.346055556,3451.17989444,537.015625,95.205164914077
6829,,New,095-11-09-34.41-3200,374468,1495759.56,3344.22,0,0, ,264.99944966,3344.21749241,520.37109375,104.556667012706
6830,,New,095-11-09-34.41-2900,374537.89,1495758.45,3322.42,0,0, ,263.131241615,3322.42420169,516.98046875,103.818951543362
6831,,New,095-11-09-34.41-2800,374608.22,1495758.26,3299.63,0,0, ,262.561513025,3299.62140136,513.4296875,103.594227177157
6832,,New,095-11-09-34.44-6100,374334.55,1495653.27,3083.19,0,0, ,252.859208391,3083.19427499,479.7421875,99.7363964075477
6833,,New,095-11-09-34.44-6500,374369.71,1495362.76,2584.38,0,0, ,209.351567608,2584.38186379,402.125,82.5814254244793
6834,,New, ,374420.13,1495316.59,2646.52,0,0, ,227.847669071,2646.52484816,411.79296875,89.875978930977
6835,,New,095-11-09-34.44-5500,374751.05,1495644.98,3023.81,0,0, ,230.976119459,3023.81185397,470.5,91.131282412544
6836,,Existing,095-11-09-35.32-2800,376961.91,1496064.38,1555.73,0,0, ,194.02503975,1555.73284007,242.08203125,76.4472771024603
6837,,Existing,095-11-09-35.32-2800,376995.3,1495970.26,3997.6,0,0, ,341.524515053,3997.60575569,622.05078125,134.612234897049
6838,,Existing,095-11-09-35.32-2800,377147.38,1495971.31,4040.81,0,0, ,348.194061313,4040.82865207,628.7734375,137.24269692296
6839,,Existing,095-11-09-35.32-2800,377296.18,1495972.88,4110.02,0,0, ,324.585273113,4110.00684037,639.53515625,127.898229681207
6840,,Existing,095-11-09-35.32-1001,376520.95,1495805.23,3255.21,0,0, ,293.39840831,3255.21222773,506.51171875,115.756809910206
6841,,Existing,095-11-09-35.32-1001,376667.14,1495804.38,2933.76,0,0, ,267.518696666,2933.75066086,456.4921875,105.601493664494
6842,,Existing,095-11-09-35.32-1001,376748.64,1495805.16,2901.32,0,0, ,265.993019016,2901.32172009,451.44140625,104.999418713234
6843,,Existing,095-11-09-35.32-1001,376808.61,1495805.56,2966.26,0,0, ,268.405537112,2966.277661,461.55859375,105.951198623662
6844,,Existing,095-11-09-35.32-1001,376606.96,1495804.06,2943.73,0,0, ,268.511751132,2943.7260737,458.0625,105.991495804154
6845,,Existing,095-11-09-35.32-1001,376890.04,1495806.07,2969.77,0,0, ,267.378683372,2969.77271658,462.11328125,105.545693136838
6846,,Existing,095-11-09-35.32-1001,376951.68,1495812.78,3306.93,0,0, ,298.939898549,3306.94630945,514.5703125,118.000468803449
6847,,Existing,095-11-09-35.31-1002,377030.59,1495807.58,2931.8,0,0, ,266.878647515,2931.79241372,456.19140625,105.34839131029
6848,,Existing,095-11-09-35.31-1003,377157.41,1495821.9,5358.94,0,0, ,304.146282831,5358.94804632,833.86328125,120.0402989693
6849,,Existing,095-11-09-35.31-1003,377291.13,1495824.14,5310.5,0,0, ,303.031403679,5310.53066679,826.33203125,119.600989560082
6850,,Existing,095-11-09-35.33-300,376657.28,1495663.47,2777.19,0,0, ,238.996241167,2777.20274003,432.1328125,94.2524833039407
6851,,Existing,095-11-09-35.33-200,376752.09,1495661.27,1982.61,0,0, ,189.053494046,1982.61257198,308.5,74.5445114805408
6852,,Existing,095-11-09-35.33-100,376857.9,1495666.64,2795.14,0,0, ,240.328764294,2795.14436654,434.9296875,94.7713051075664
6853,,Existing,095-11-09-35.34-600,377000.43,1495665.89,1904.69,0,0, ,191.045366852,1904.69478284,296.37109375,75.363084376702
6854,,Existing,095-11-09-35.34-400,377120.17,1495661.93,1660.64,0,0, ,169.17697734,1660.64656631,258.3984375,66.7168795700179
6855,,Existing,095-11-09-35.34-300,377178.27,1495658.06,1326.22,0,0, ,147.569161307,1326.23093126,206.359375,58.1918057230736
6856,,Existing,095-11-09-35.34-101,377286.59,1495693.19,618.07,0,0, ,99.5015098883,618.075954384,96.16796875,39.2523492293347
6857,,Existing,095-11-09-35.34-101,377291.74,1495657.58,1060.23,0,0, ,134.440334915,1060.22093624,164.97265625,53.0259927104091
6858,,Existing,095-11-09-35.33-2400,376621.96,1495513.72,2730.33,0,0, ,232.597301845,2730.32360646,424.8359375,91.6981535875722
6859,,Existing,095-11-09-35.33-2500,376769.88,1495512.45,2587.81,0,0, ,223.676226549,2587.8228693,402.66796875,88.1842343491887
6860,,Existing,095-11-09-35.33-2600,376892.95,1495444.96,567.55,0,0, ,96.8698850051,567.542932815,88.3125,38.1974258557987
6861,,Existing,095-11-09-35.33-2600,376859.56,1495510.67,2628.78,0,0, ,233.539663003,2628.77741675,409.03515625,92.0952235870953
6862,,Existing,095-11-09-35.34-800,376933.42,1495522.32,1054.62,0,0, ,131.13871632,1054.60859079,164.09765625,51.7147878365634
6863,,Existing,095-10-09-11.22-1100,376166.61,1488816.13,3337.62,0,0, ,437.724991005,3337.64619602,519.05859375,172.393930280743
6864,,Existing,095-10-09-11.22-1100,376508.46,1488796.69,1675.95,0,0, ,269.16839604,1675.94483667,260.63671875,106.019128781104
6865,,Existing,095-10-09-11.22-1000,376231.47,1489011.75,981.91,0,0, ,128.055057611,981.908704073,152.70703125,50.5206548970919
6866,,Existing,095-10-09-11.22-1100,376424.57,1488765.49,7542.74,0,0, ,561.921806907,7542.68025398,1173.015625,221.280614169959
6867,,Existing,095-10-09-11.22-900,376344,1488983.12,3154.13,0,0, ,248.053265473,3154.13842765,490.53125,97.7556793481624
6868,,New,095-10-09-02.33-2201,376170.36,1489766.78,375.74,0,0, ,77.6967137581,375.7437854,58.4375,30.6444893536809
6869,,Existing,095-10-09-02.33-1900,375872.12,1489518.52,410.25,0,0, ,82.4735883474,410.244783834,63.80078125,32.512735356579
6870,,Existing,095-10-09-02.33-2200,376173.56,1489607.23,2466.76,0,0, ,222.537438185,2466.75687543,383.65234375,87.8208667115716
6871,,Existing,095-10-09-03.44-300,375667.4,1490178.48,242.96,0,0, ,62.6901633218,242.959053915,37.78515625,24.7184687893347
6872,,Existing,095-10-09-03.44-200,375668.98,1490216.14,317.91,0,0, ,73.2406671792,317.899799327,49.44140625,28.8978101724429
6873,,Existing,095-10-09-02.33-300,376399.62,1489837.88,3138.13,0,0, ,251.945367976,3138.12195856,488.06640625,99.4518816038576
6874,,Existing,095-10-09-02.33-300,376468.56,1489747.08,4798.33,0,0, ,346.789134872,4798.34976572,746.27734375,136.59842316709
6875,,Existing,095-10-09-02.34-15100,377304.82,1489935.58,1721.59,0,0, ,202.992032307,1721.58428612,267.7578125,80.0815475024188
6876,,Existing,095-10-09-02.34-15600,377094.11,1489993.12,196.76,0,0, ,56.4347512908,196.759543468,30.60546875,22.2516792086131
6877,,Existing,095-10-09-02.34-15800,377060.89,1490093,798.24,0,0, ,113.128952871,798.233005816,124.1484375,44.6195466519169
6878,,Existing,095-10-09-02.34-16100,377222.04,1490200.18,2306.11,0,0, ,211.076839636,2306.10879886,358.6796875,83.2809946636783
6879,,Existing,095-10-09-02.34-16200,377281.17,1490212.7,1792.85,0,0, ,185.171525508,1792.85505717,278.8515625,73.018025765709
6880,,Existing,095-10-09-02.34-15000,377308.64,1489809.67,1852.93,0,0, ,195.074050549,1852.92522053,288.1953125,76.9765588194392
6881,,Existing,095-10-09-02.34-16700,377118.38,1490314.98,1592.84,0,0, ,167.881133809,1592.83759001,247.734375,66.2327774242967
6882,,Existing,095-10-09-02.34-16300,377303.34,1490311.88,998.06,0,0, ,133.677287658,998.064723296,155.23828125,52.7255493797141
6883,,Existing,095-10-09-02.34-16400,377259.59,1490323.79,1160.22,0,0, ,168.335355261,1160.22470631,180.44921875,66.4452742126266
6884,,Existing,095-10-09-02.33-300,376769.17,1490276.94,4801.4,0,0, ,348.769756904,4801.40591178,746.78515625,137.715744668468
6885,,Existing,095-10-09-02.33-300,376664.79,1490211.83,4676.47,0,0, ,345.433126728,4676.48054083,727.35546875,136.064204466095
6886,,Existing,095-10-09-02.33-300,376527.55,1489960.01,356.07,0,0, ,78.0101584464,356.075134034,55.3828125,30.7496316565735
6887,,Existing,095-10-09-02.33-300,376768.98,1490056.1,4680.13,0,0, ,346.260829582,4680.14773881,727.91015625,136.7254680984
6888,,Existing,095-10-09-02.33-300,376769.25,1489837.15,4674.84,0,0, ,343.369814635,4674.87751286,727.08203125,135.580534354994
6889,,Existing,095-10-09-02.33-300,376683.33,1489772.96,3190.98,0,0, ,255.73537986,3190.97045381,496.29296875,100.759972397496
6890,,Existing,095-10-09-02.34-13800,377308.87,1489536.66,1816.36,0,0, ,186.134279922,1816.35643814,282.49609375,73.4331362470487
6891,,Existing,095-10-09-02.34-14300,377107.73,1489624.28,791.67,0,0, ,119.308968438,791.670018595,123.125,47.0406998335879
6892,,Existing,095-10-09-02.34-14800,377227.84,1489799.58,1811.74,0,0, ,179.270523193,1811.7279126,281.77734375,70.7439020853239
6893,,Existing,095-10-09-02.34-14500,377119,1489777.76,198.85,0,0, ,63.8271172496,198.848526458,30.93359375,25.1736487845896
6894,,Existing,095-10-09-02.34-14400,377068.09,1489699.36,1656.8,0,0, ,167.595539987,1656.8002238,257.67578125,66.1112993835463
6895,,Existing,095-10-09-02.34-15600,377104.66,1489934.11,2354.97,0,0, ,222.984151993,2354.96551639,366.26171875,88.0085333243933
6896,,Existing,095-10-09-02.34-15600,377103.86,1490020.78,987.63,0,0, ,128.51137745,987.650192383,153.60546875,50.7029619365303
6897,,Existing,095-10-09-02.34-15900,377110.23,1490092.03,507.46,0,0, ,90.6321425885,507.465292497,78.9296875,35.7509328610464
6898,,Existing,095-10-09-02.34-15900,377099.19,1490197.3,1621.82,0,0, ,179.118617736,1621.82505338,252.25390625,70.6720529712352
6899,,Existing,095-10-09-02.34-16000,377151.89,1490190.12,2519.95,0,0, ,249.658293329,2519.93776698,391.93359375,98.450888199572
6900,,Existing,095-10-09-02.34-13800,377303.41,1489637.58,785.6,0,0, ,112.630352169,785.586520855,122.1796875,44.4094892124099
6901,,Existing,095-10-09-02.34-16800,377085.4,1490405.97,264.18,0,0, ,68.4347002602,264.183158289,41.09375,26.9724676518262
6902,,Existing,090-11-09-27.00-300,370252.59,1500896.23,176.37,0,0, ,47.384752741,176.374294076,27.453125,18.6953749116392
6903,,Existing,090-11-09-27.00-300,370528.05,1500625.18,151.53,0,0, ,52.7607608619,151.52741056,23.58984375,20.8012031208371
6904,,Existing,090-11-09-27.00-300,370306.73,1500977.04,3869.82,0,0, ,248.983097844,3869.82707294,602.39453125,98.2418991858419
6905,,Existing,090-11-09-27.00-300,370414.24,1501004.85,2701.35,0,0, ,207.966610508,2701.34867329,420.5078125,82.0564924827011
6906,,Existing,090-11-09-27.00-300,370295.45,1500901.25,382.25,0,0, ,69.7580111691,382.248974885,59.5,27.5226192747756
6907,,Existing,090-11-09-27.00-300,370316.6,1500878.16,372.55,0,0, ,68.8671492909,372.548159413,57.9921875,27.1711060580888
6908,,Existing,090-11-09-27.00-300,370277.56,1500851.01,234.97,0,0, ,62.5037202891,234.968345337,36.578125,24.6700230364198
6909,,Existing,090-11-09-27.00-300,370475.3,1500562.61,1835.22,0,0, ,205.867929934,1835.21573093,285.66796875,81.2696867457925
6910,,Existing,090-11-09-27.00-300,370501.92,1500601.12,919.86,0,0, ,128.471904238,919.864907388,143.1875,50.6692749808598
6911,,Existing,090-11-09-27.00-300,370514.7,1500650.96,471.32,0,0, ,108.559143903,471.318375158,73.3671875,42.7813280845573
6912,,Existing,090-11-09-27.00-300,370427.6,1500916.24,6498.07,0,0, ,439.867600537,6498.0785022,1011.5078125,173.61867882459
6913,,Existing,090-11-09-27.00-300,370435.11,1501075.97,515.55,0,0, ,91.9739374984,515.551294275,80.25390625,36.2985130004171
6914,,PossiblyChanged,090-11-09-27.00-300,370377.6,1501117.47,229,0,0, ,62.0351099377,229.002189318,35.65234375,24.4654546668649
6915,,PossiblyChanged,090-11-09-27.00-300,370328.92,1501113.51,177.82,0,0, ,63.9252304542,177.823793159,27.6796875,25.2481056571899
6916,,Existing,090-11-09-27.00-300,370291.77,1501086.89,799.88,0,0, ,113.663010395,799.882016243,124.51953125,44.8368501412476
6917,,New,095-11-09-29.00-200,361004.82,1503202.32,12571.05,0,0, ,563.373970681,12571.064784,1957.2265625,222.22905827694
6918,,New,095-11-09-29.00-200,361194.51,1503183.96,565.68,0,0, ,99.9683039933,565.690415345,88.078125,39.4697771935144
6919,,New,095-11-09-29.00-200,362562.82,1499811.15,11549.57,0,0, ,468.583764663,11549.5915418,1797.7109375,184.838897106174
6920,,New,095-11-09-29.00-200,363309.7,1500547.42,1781239.82,0,0, ,10036.3448061,1781239.69814,277267.85546875,3959.94055872253
6921,,New,010-11-09-20.00-602,362041.12,1506736.41,281.84,0,0, ,74.6505607748,281.835454628,43.89453125,29.4565362157344
6922,,Existing,010-11-09-20.00-602,362033.24,1506754.6,236.31,0,0, ,65.9997870368,236.304771969,36.8046875,26.0377084614518
6923,,Existing,010-11-09-20.00-602,362028.35,1506806.82,1289.24,0,0, ,153.616072118,1289.23192937,200.77734375,60.6412923894231
6924,,New,095-11-09-32.00-200,364605.48,1497269.37,604.54,0,0, ,98.4869265622,604.542990731,94.08203125,38.8478693206995
6925,,New,095-11-09-32.00-200,364598.32,1497295.56,272.34,0,0, ,74.4237989486,272.336397675,42.37890625,29.3850411623444
6926,,New,095-11-09-32.00-200,364547.58,1497608.29,169.5,0,0, ,57.7353135934,169.50085769,26.37890625,22.7659170649115
6927,,New,095-11-09-32.00-200,364303.51,1498766.76,25538.15,0,0, ,1525.52045197,25538.1640773,3974.68359375,601.890303583705
6928,,New,095-11-09-29.00-200,364886.9,1500285.76,338.21,0,0, ,96.9844790199,338.206089009,52.64453125,38.2138718926363
6929,,New,095-11-09-29.00-200,364884.95,1500240.14,340.14,0,0, ,96.4401465716,340.142105003,52.94921875,37.9999252249375
6930,,New,095-11-09-29.00-200,364261.62,1504307.2,9178.82,0,0, ,473.622282466,9178.78817072,1429.19140625,186.901188221054
6931,,New,095-11-09-29.00-200,362620.03,1501199.06,246.43,0,0, ,64.467727155,246.430298955,38.36328125,25.4472272772795
6932,,New,095-11-09-29.00-200,362994.67,1503783.61,737.71,0,0, ,110.392975703,737.711003363,114.8671875,43.561619269868
6933,,New,095-11-09-32.00-200,364022.19,1498918.28,3934.41,0,0, ,285.542227897,3934.41523386,612.3515625,112.542189991787
6934,,New,095-11-09-29.00-200,364088.49,1502441.74,1038.76,0,0, ,129.052131263,1038.75973798,161.71875,50.9244622742233
6935,,New,095-11-09-29.00-200,363991.96,1502435.5,714.41,0,0, ,115.541458584,714.411962759,111.22265625,45.6236691180802
6936,,New,095-11-09-29.00-200,363873.15,1504519.7,4714.33,0,0, ,244.980334156,4714.33750647,734.05859375,96.6692963127065
6937,,New,095-11-09-33.00-400,367391.07,1497947.53,2411.88,0,0, ,200.154739564,2411.88829044,375.359375,78.9911668873107
6938,,New,095-11-09-33.00-400,367252.17,1499014.26,810.95,0,0, ,161.013363837,810.964330018,126.21484375,63.5890330895531
6939,,New,095-11-09-33.00-400,367141.15,1498566.19,164.8,0,0, ,56.3004123494,164.804249441,25.64453125,22.1926574175085
6940,,New,095-11-09-33.00-400,367142.23,1498580.11,165.79,0,0, ,57.1028818769,165.783377861,25.80078125,22.5079989789643
6941,,PossiblyChanged,090-11-09-28.00-303,369013.87,1501191.88,2781.96,0,0, ,308.073493084,2781.95241973,433.0546875,121.604548806868
6942,,Existing,090-11-09-28.00-303,369103.65,1501110.7,394.43,0,0, ,70.861050673,394.433087138,61.40234375,27.958047738159
6943,,New,095-10-09-10.23-100,370679.64,1486301.05,2492.58,0,0, ,199.725853066,2492.59266693,387.56640625,78.7581201944549
6944,,Existing,095-10-09-10.23-100,370610.42,1486506.2,1234.33,0,0, ,150.421124811,1234.32818142,191.92578125,59.2846614113415
6945,,Unknown,095-10-09-10.23-100,370378.4,1486369.9,756.61,0,0, ,110.875942508,756.602930795,117.63671875,43.7314854182586
6946,,Existing,095-10-09-10.23-100,370195.35,1486612.03,873.26,0,0, ,118.674878933,873.253544729,135.78125,46.8046022690102
6947,,Existing,095-10-09-10.23-100,370740.64,1486343.62,353.27,0,0, ,79.9146072856,353.268377671,54.9296875,31.5333327911666
6948,,Existing,095-10-09-10.23-100,370330.81,1486288.89,1192.95,0,0, ,140.905449479,1192.95496382,185.48828125,55.5398056830899
6949,,Existing,095-10-09-10.23-100,370205.25,1486339.57,1247.81,0,0, ,144.56512554,1247.81183221,194.0234375,56.980682205093
6950,,New,095-11-09-33.00-400,369656.49,1494763.18,4403.47,0,0, ,307.155107535,4403.47676585,685.140625,121.124462770666
6951,,New,095-11-09-33.00-400,369537.72,1494843.86,313.83,0,0, ,95.8912026805,313.82471698,48.82421875,37.8615061795022
6952,,Existing,090-11-09-28.00-304,369199,1501094.26,12484.34,0,0, ,493.931395883,12484.3358072,1943.39453125,194.847503788751
6953,,Existing,090-11-09-28.00-304,369286.73,1501167.79,234.02,0,0, ,54.5812943233,234.016111196,36.4296875,21.5349598552148
6954,,Existing,090-11-09-28.00-304,369286.51,1501194.87,175.11,0,0, ,47.2138572487,175.104425372,27.265625,18.6281635881616
6955,,Existing,090-11-09-28.00-303,369123.16,1501238.99,527.43,0,0, ,95.5313050002,527.431319685,82.09765625,37.6947548553614
6956,,Existing,090-11-09-28.00-304,369187.19,1501242.1,2185.71,0,0, ,196.806987976,2185.71942391,340.24609375,77.6013981180006
6957,,Existing,095-10-09-10.24-100,372355.53,1487592.94,458.51,0,0, ,85.8875936284,458.515702148,71.296875,33.8706182543356
6958,,New,095-10-09-03.24-101,372273.4,1492669.81,1415.49,0,0, ,175.223393696,1814.07970667,282.203125,69.1034114710498
6959,,New,095-10-09-03.24-101,372363.53,1492725.86,2524.44,0,0, ,211.411349347,2413.72788309,375.48828125,83.379549280368
6960,,New,095-10-09-03.24-101,372154.95,1492742.49,3754.38,0,0, ,292.085492158,3835.07259819,596.609375,115.213518635151
6961,,New,095-10-09-03.21-100,372072.19,1493109.25,2162.66,0,0, ,205.865548291,2162.65301104,336.44140625,81.2066001937231
6962,,New,095-10-09-03.21-100,372027.21,1493251.38,1979.37,0,0, ,197.418036353,1979.36426609,307.9296875,77.8768273180709
6963,,New,095-10-09-03.21-100,371708.09,1493468.57,187.29,0,0, ,55.2819628697,187.280251022,29.13671875,21.8100558341767
6964,,New,095-10-09-03.21-100,371771.07,1493579.15,2284.88,0,0, ,211.985922478,2284.87427991,355.47265625,83.6487513740706
6965,,New,095-10-09-03.21-100,372122.56,1493434.25,2186.4,0,0, ,196.623997977,2186.40052038,340.15234375,77.5716668289438
6966,,New,095-10-09-03.21-100,372156.3,1493351.44,1952.43,0,0, ,200.760982348,1952.43414599,303.74609375,79.19295973183
6967,,New,095-10-09-03.21-100,372269.85,1493233.11,2321.06,0,0, ,201.554675905,2321.07057699,361.09765625,79.5107442254823
6968,,New,095-10-09-03.21-100,372224.66,1493111.72,1973.39,0,0, ,182.815943164,1973.38771654,307,72.1055853226971
6969,,New,095-10-09-03.21-100,372081.01,1493593.27,2110.21,0,0, ,205.470836491,1980.93138397,308.1796875,81.0517350907605
6970,,New,095-10-09-03.21-100,372157.51,1493620.13,2163.29,0,0, ,194.386267765,2012.54082131,313.1015625,76.6627265479019
6971,,New,095-10-09-03.21-100,372216.91,1493375.75,2164.96,0,0, ,202.630057092,2055.26589118,319.7421875,79.9140623905971
6972,,New,095-10-09-03.21-100,372282.13,1493399.48,2000.81,0,0, ,193.218891301,1882.16287886,292.81640625,76.2126678539316
6973,,New,095-10-09-03.21-100,372345.86,1493423.55,2063.95,0,0, ,197.556119274,1959.50364772,304.84375,77.9219087793847
6974,,New,095-10-09-03.21-100,372285.49,1493136.3,2146.03,0,0, ,203.054609026,2051.56690626,319.1640625,80.0819859909353
6975,,New,095-10-09-03.21-100,372350.27,1493161.23,2046.85,0,0, ,199.932123079,1953.92285287,303.96875,78.849658689276
6976,,New,095-10-09-03.21-100,372274.41,1492968.48,2554.49,0,0, ,219.968181025,2409.69960048,374.86328125,86.7581713899945
