,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
0,1396.0,1656.5,1786.5,1820.0,1850.0,2240.0,2376.0,3141.0,2722.0,2545.0,2015.5
1,1396.0,1354.0,1493.5,1608.5,2024.0,2693.5,3001.5,2739.5,3107.0,3039.0,2484.0
2,1396.0,1458.5,1570.0,1702.5,2302.5,2978.0,3083.5,2996.5,3578.0,3485.0,2680.5
3,1306.0,1582.0,1773.0,2049.0,2482.0,3020.5,3242.0,3565.5,3625.0,3864.5,2737.0
4,1306.0,1588.0,1773.5,1994.5,2339.0,2762.5,2954.5,3303.0,3475.0,3423.5,2503.5
5,1271.0,1317.0,1417.0,1559.0,1843.0,2142.0,2225.0,2485.0,2645.0,2747.0,2191.0
6,1271.0,1314.0,1424.0,1518.5,1743.5,2168.0,2339.0,2657.5,2546.0,2722.5,2169.0
7,1302.0,1440.0,1617.0,1678.5,2105.5,3029.5,3425.0,3719.5,3750.5,3063.0,2287.5
8,1302.0,1574.0,1861.0,1982.0,2571.0,3730.5,4119.5,4636.0,4487.0,3475.0,2468.5
9,1357.0,1539.0,1876.5,1913.0,2647.0,4024.0,4458.0,4821.5,4870.5,3492.5,2510.5
10,1315.0,1469.5,1608.0,1867.5,2283.0,2962.5,3173.5,3946.5,3897.5,3254.5,2360.0
11,1315.0,1427.0,1570.5,1933.5,2367.0,2808.5,3162.0,3757.0,3631.0,3215.0,2400.0
12,1246.5,1356.5,1467.0,1703.0,1971.0,2233.0,2482.0,2835.0,2818.5,3076.5,2392.0
13,1246.5,1328.5,1429.0,1589.0,1924.0,2271.0,2454.0,2613.5,2754.5,2918.0,2291.5
14,1246.5,1261.5,1360.0,1473.5,1798.5,2195.5,2363.0,2717.0,2764.5,2587.0,2071.0
15,1289.5,1486.0,1712.5,1932.0,2334.5,3026.5,3266.5,3745.0,3768.0,3600.5,2612.5
16,1289.5,1559.0,1773.5,2018.5,2343.0,3016.5,3302.5,3593.0,3735.0,3820.0,2722.5
17,1345.5,1521.5,1774.5,1969.5,2198.0,2900.0,3207.5,3758.0,3522.0,3335.5,2457.0
18,1345.5,1386.5,1569.5,1647.5,2001.5,2663.0,3036.5,3310.0,3367.0,3230.5,2338.5
19,1357.5,1502.0,1751.5,1776.0,2258.0,3014.5,3348.5,4186.0,3646.0,3266.5,2342.0
20,1357.5,1554.5,1768.5,2402.0,2361.5,2776.5,3139.5,4211.5,3657.5,3232.0,2390.5
21,1379.5,1535.0,1735.5,2100.0,2694.0,3431.0,3868.5,4040.5,4424.5,3913.5,2912.5
22,1379.5,1358.5,1488.5,1565.0,2131.5,2914.0,3218.5,3610.5,3726.0,3008.0,2239.5
23,1379.0,1410.0,1522.0,1586.5,2176.5,2781.0,3162.5,2324.0,3220.5,2812.5,2295.5
24,1353.5,1390.0,1624.5,1735.0,2308.0,2915.5,3107.0,3369.5,3485.0,2937.5,2206.5
25,1353.5,1407.0,1622.5,1781.5,2391.5,2966.0,3321.5,3327.5,3758.5,3259.5,2353.5
26,1353.5,1472.0,1653.0,1776.5,2154.0,2748.5,3085.5,3316.5,3623.5,3230.0,2404.0
27,1372.0,1414.0,1577.0,1915.0,2093.5,2592.0,2956.5,4048.5,3464.5,2806.5,2115.0
28,1372.0,1339.0,1467.0,1732.0,2127.0,2726.5,2979.0,3043.5,3369.0,2962.5,2131.0
29,1399.5,1472.5,1617.5,1939.0,2416.5,2939.0,3356.5,3498.5,3812.0,3487.5,2509.5
30,1399.5,1659.0,1910.5,2142.0,2485.5,3086.0,3370.0,3972.5,3819.0,3757.5,2648.0
31,1415.0,1746.0,1988.5,2217.5,2696.5,3332.0,3587.5,3903.0,4049.0,4023.5,2787.0
32,1415.0,1624.5,1879.5,2150.0,2598.5,3200.5,3471.0,3613.5,3878.0,3954.0,2794.5
33,1361.0,1379.5,1475.5,1701.0,1978.5,2314.0,2545.0,2858.0,2974.0,3247.0,2466.5
34,1361.0,1574.0,1804.0,2036.0,2340.0,2702.5,2945.0,3427.5,3421.0,3645.5,2633.5
35,1407.0,1761.0,2033.5,2268.0,2661.5,3332.5,3641.0,3981.0,3956.0,3688.5,2608.0
36,1407.0,1897.0,2193.0,2508.0,2879.0,3541.5,3825.0,4261.5,4226.5,4033.5,2830.0
37,1451.5,1609.0,1870.5,2170.0,2352.5,2985.0,3270.5,3669.5,3582.0,3463.5,2671.0
38,1451.5,1573.5,1774.5,1949.0,2316.0,2783.0,2992.5,3423.0,3249.5,3170.0,2590.0
39,1408.5,1636.0,1916.0,2161.0,2483.0,3012.5,3328.0,3783.5,3698.0,3517.0,2643.0
40,1408.5,1560.5,1765.5,2089.0,2467.5,3050.0,3364.5,3559.5,3745.0,3741.5,2824.0
41,1306.5,1424.5,1664.5,1855.0,2099.0,2448.5,2586.5,2811.0,2872.5,2829.5,2325.0
42,1306.5,1221.5,1303.5,1355.0,1615.0,1959.0,2091.5,2201.0,2391.5,2432.5,2044.0
43,1225.5,1253.0,1359.5,1426.5,1648.5,1990.0,2114.5,2198.0,2335.0,2346.0,1942.0
44,1225.5,1319.5,1475.5,1475.0,1709.5,2093.0,2247.5,2630.5,2497.0,2285.0,1899.5
45,1266.5,1250.5,1344.5,1425.0,1706.0,1953.0,2223.0,2305.5,2343.5,2481.5,2017.5
46,1266.5,1345.0,1447.0,1538.0,1782.5,2131.5,2334.0,2771.5,2557.0,2685.0,2151.5
47,1494.0,1822.0,1990.5,1993.5,2053.5,2275.0,2364.0,2527.5,2548.5,2611.0,2197.5
48,1494.0,1640.0,1689.5,1864.0,2156.5,2274.0,2420.5,2537.0,2726.0,3061.0,2467.0
49,1421.0,1528.0,1665.5,1944.5,1969.5,2120.0,2297.5,2997.5,2710.5,2564.5,2042.0
50,1421.0,1404.5,1534.0,1570.0,1844.5,2214.5,2383.5,2896.0,2598.5,2353.5,1942.0
51,1474.0,1619.5,1764.0,1806.0,2362.5,3076.0,3321.0,3730.0,3543.5,3003.0,2389.0
52,1474.0,1717.0,1811.0,1865.5,2226.5,2844.0,3073.0,3029.0,3309.5,2919.5,2351.0
53,1568.5,2055.5,2234.0,2294.0,2425.0,3023.5,3289.0,3729.5,3490.5,3111.5,2580.5
54,1568.5,2036.0,2225.0,2272.0,2285.0,2611.0,2731.5,2871.0,2981.5,2939.0,2555.0
55,1616.5,1708.5,1783.5,1860.5,2173.5,2714.5,2893.0,2513.0,3047.0,2662.0,2361.0
56,1616.5,2050.0,2268.5,2326.0,2484.5,2853.5,3028.5,3708.5,3229.5,3098.5,2767.5
57,1795.5,2133.5,2410.0,2517.0,2959.5,3457.5,3659.5,4368.5,3738.0,3319.0,2983.5
58,1795.5,2172.0,2358.0,2412.5,2551.5,2702.5,2711.5,2737.0,2841.0,2904.0,2689.5
59,1706.0,1602.5,1731.5,1800.5,2113.5,2361.0,2603.0,2620.5,2706.0,2629.0,2341.0
60,1706.0,1769.0,1808.0,1981.0,2232.5,2544.0,2772.5,2679.0,3019.0,2675.5,2566.5
61,1560.0,1640.5,1764.0,1802.5,2114.0,2511.5,2776.0,2666.0,2802.5,2629.5,2357.0
62,1560.0,1610.5,1578.5,1716.0,1888.0,2225.0,2312.0,2009.5,2335.0,2371.5,2098.5
63,1474.0,1437.5,1577.5,1600.5,2038.5,2583.0,2837.5,2337.0,2857.0,2639.0,2237.0
64,1474.0,1566.5,1649.0,1658.5,2134.0,2569.0,2830.5,3308.5,3018.0,2680.5,2195.0
65,2102.0,1688.0,1841.0,2023.5,2149.0,2392.0,2637.5,2985.5,2744.5,2804.0,2393.0
66,2102.0,1861.5,1847.0,1976.0,2255.0,2374.0,2371.5,2155.0,2521.0,2702.5,2370.5
67,2929.0,5092.0,5108.0,5204.0,4901.0,4712.0,4880.5,5920.5,4974.0,4555.0,3671.0
68,2929.0,3646.0,3474.5,3609.5,4089.0,4049.0,4078.5,3978.5,4329.5,4266.0,3407.5
69,3170.0,4035.0,3857.5,3896.0,4777.0,4814.0,4635.5,4329.5,4921.5,4780.0,3375.5
70,3170.0,4508.0,4742.0,5032.0,5412.5,5157.0,5369.0,5966.0,5629.0,5702.0,4202.5
71,2623.5,3127.5,3043.0,3221.0,3343.5,3326.5,3348.0,3407.5,3479.5,4038.0,3453.0
72,2623.5,4060.0,4223.0,4324.0,3677.5,3614.5,3830.5,4994.0,3806.0,4038.5,3315.5
73,1911.5,1835.5,1980.0,2074.5,2068.5,2505.5,2691.0,3229.5,3002.0,2980.5,2519.5
74,1911.5,1832.5,1950.0,2115.0,2183.5,2582.5,2951.0,3382.0,3094.5,3216.5,2971.5
75,1702.0,1561.0,1614.0,1819.0,2334.5,2644.5,2708.0,2822.0,3203.0,3636.0,3304.0
76,1702.0,1964.0,2145.5,2238.0,2512.0,3019.0,3295.5,3237.0,3555.0,3409.0,2986.0
77,1584.0,1410.0,1564.0,1656.5,2278.0,2620.5,2671.5,2638.5,2940.5,2670.5,2332.0
78,1584.0,1648.5,1703.0,1720.0,2262.5,2599.5,2810.0,2525.0,3130.5,2875.0,2563.0
79,1460.0,1424.5,1563.0,1659.0,2145.0,2939.5,3259.5,3452.5,3668.0,2895.5,2268.0
80,1460.0,1754.5,1794.5,1860.0,2118.0,2619.5,2904.0,3072.0,3169.5,2746.5,2290.0
81,1391.0,1707.0,1856.5,2093.0,2072.5,2516.5,2755.5,3177.5,2964.0,2517.5,2159.5
82,1391.0,1387.5,1532.5,1673.0,1909.5,2505.5,2829.0,3218.5,3033.0,2532.5,2040.5
83,1420.5,1385.5,1480.0,1551.5,2097.0,2631.5,2830.5,2746.5,2883.5,2807.5,2379.0
84,1420.5,2023.0,2392.0,2491.0,2469.0,2780.5,2945.0,3400.5,3201.5,3020.5,2646.0
85,1485.0,1554.5,1672.5,1739.0,2237.5,3042.5,3509.0,3004.0,3785.5,3038.0,2437.5
86,1485.0,1961.0,2218.0,2290.0,2488.0,3572.0,3816.0,4048.5,4176.0,3393.0,2638.5
87,1586.5,2062.0,2299.0,2370.0,2647.0,3318.0,3543.0,3832.5,3829.5,3449.0,2830.5
88,1586.5,1882.0,1973.0,2080.0,2392.0,2823.5,3048.5,3387.0,3290.0,2957.0,2435.0
89,1500.5,1418.5,1605.0,1636.0,2006.5,2718.5,2910.0,3461.5,3291.0,2769.5,2173.5
90,1500.5,2006.0,2328.0,2399.0,2450.5,3319.0,3606.0,4434.5,3715.5,3327.5,2725.0
91,1574.5,1654.0,1846.0,2024.5,2222.0,2525.5,2755.5,3290.0,2936.0,2735.0,2416.5
92,1574.5,1706.0,1897.0,1921.0,2358.5,2652.0,2950.0,3017.5,3118.0,2920.0,2514.0
93,1460.5,2119.0,2298.0,2395.5,2326.5,2917.5,3152.0,3608.0,3413.5,3307.0,2647.0
94,1460.5,1306.5,1407.0,1535.5,1948.5,2450.5,2687.0,2981.0,3170.0,2962.5,2265.0
95,1286.0,1355.5,1461.5,1859.0,2105.5,2413.5,2710.0,3372.0,3384.0,3167.5,2392.0
96,1286.0,1288.0,1375.5,1545.5,2058.0,2459.0,2723.0,2856.5,3230.0,3115.5,2335.0
97,1191.0,1236.5,1302.0,1401.0,1745.0,2106.5,2304.0,2460.5,2581.5,2587.0,2059.0
98,1191.0,1237.0,1334.0,1434.5,1853.5,2201.0,2428.5,2615.5,2717.0,2600.0,2057.5
99,1175.0,1270.5,1336.0,1443.5,1830.5,2113.5,2249.5,2451.0,2512.5,2636.0,2134.0
100,1175.0,1247.0,1330.0,1458.5,1744.0,1996.0,2106.5,2285.0,2424.5,2847.5,2262.0
101,1202.0,1300.0,1362.0,1516.5,1777.5,2034.5,2213.0,2465.0,2473.0,2815.5,2241.5
102,1202.0,1269.0,1340.5,1434.0,1677.5,2061.5,2228.0,2325.0,2512.5,2596.5,2097.0
103,1234.0,1402.5,1487.0,1661.0,2012.0,2526.0,2723.0,3172.5,3173.0,3144.5,2395.5
104,1234.0,1405.5,1487.5,1628.5,1980.0,2446.5,2656.0,2972.0,3082.0,3034.0,2301.5
105,1346.0,1453.0,1498.5,1671.5,2037.0,2470.5,2760.0,3025.5,3066.0,3130.5,2434.5
106,1346.0,2009.0,2238.0,2537.0,2568.5,2759.5,2928.5,3088.0,3144.5,3230.0,2790.0
107,1445.5,1592.0,1838.5,2147.0,2523.5,3325.0,3624.0,3845.5,3943.5,3007.5,2511.5
108,1445.5,1671.5,2017.0,2430.0,2573.0,3383.5,3690.0,3838.0,3869.5,2811.5,2429.0
109,1309.5,1377.0,1708.0,1469.5,2327.5,4442.5,5093.0,5585.5,5383.5,3097.5,2214.5
110,1309.5,1373.5,1664.0,1476.5,2272.0,4176.0,4812.5,5208.0,5099.5,3091.0,2295.0
111,1245.5,1328.5,1622.5,1437.5,2172.5,4188.5,4884.0,5334.0,5229.0,3066.0,2231.5
112,1245.5,1338.0,1630.0,1408.5,2116.0,4320.5,5143.0,5465.5,5442.0,3102.5,2182.0
113,1227.0,1325.5,1626.5,1389.5,2118.5,4424.0,5133.0,5594.0,5522.5,3149.0,2195.5
114,1227.0,1399.5,1758.5,1533.0,2384.0,4795.0,5519.5,5664.0,5901.0,3161.0,2274.5
115,1258.0,1394.0,1727.0,1473.5,2300.0,4618.5,5363.5,5973.5,5774.0,3093.5,2157.5
116,1258.0,1429.0,1723.0,1560.0,2084.0,3371.5,3800.0,4920.0,4238.0,3029.5,2407.5
117,1316.5,1404.0,1453.5,1546.0,1933.0,2656.5,2944.5,2400.5,3199.5,2921.0,2378.0
118,1316.5,1423.0,1618.5,1565.0,2140.0,3240.0,3682.5,3990.5,3964.0,2831.0,2163.5
119,1370.0,1438.0,1632.5,1692.0,1893.0,2631.0,2889.5,3475.5,3110.0,2445.5,1878.0
120,1370.0,1441.0,1516.5,1514.0,1742.5,2498.0,2693.5,3105.0,2912.0,2193.5,1757.5
121,1465.5,1520.0,1657.0,1632.0,1849.5,2299.0,2450.5,3088.0,2654.0,2474.5,2009.0
122,1465.5,1364.0,1429.5,1540.5,1994.5,2338.5,2608.5,2394.5,2989.0,2597.0,2186.5
123,1546.0,1410.5,1475.5,1488.0,1642.0,1885.0,2006.0,2432.0,2192.0,2039.0,1797.5
124,1546.0,1384.0,1409.0,1431.0,1589.5,1774.0,1948.0,1938.0,2096.0,2147.0,1917.5
125,1522.0,1692.0,1801.0,1887.0,1886.0,2324.0,2438.5,2789.5,2654.0,2506.5,2152.5
126,1522.0,1532.5,1571.0,1685.0,2225.0,2540.0,2838.5,2750.0,3188.5,2958.0,2465.5
127,1466.5,1397.0,1413.5,1506.0,2026.5,2518.0,2827.0,2424.0,3205.0,2729.5,2318.5
128,1466.5,1642.0,1716.0,1814.0,2241.5,2718.5,2875.0,2635.0,3007.0,2839.0,2397.5
129,1557.5,1840.0,1963.0,2105.0,2318.0,2776.0,2904.0,3267.5,3160.5,2773.5,2424.0
130,1557.5,1643.0,1803.5,1860.5,2008.0,2238.5,2480.0,2950.5,2638.5,2483.0,2204.0
131,1677.5,1784.0,1874.0,1946.5,2360.5,2590.5,2664.5,2784.0,2930.5,2943.5,2566.5
132,1677.5,2280.0,2487.5,2497.0,2726.5,2968.5,3131.5,3345.0,3195.5,3301.0,2831.5
133,1525.0,2034.0,2183.0,2278.0,2209.0,2606.5,2843.0,3356.5,3110.0,2909.0,2509.5
134,1525.0,1559.0,1696.5,1973.5,2076.0,2630.5,2897.0,4048.5,3270.0,2953.0,2254.5
135,1381.5,1471.5,1553.0,1773.0,2012.0,2348.5,2577.0,3049.0,2833.5,2704.5,2142.5
136,1381.5,1602.0,1604.0,1625.5,1985.0,2107.5,2326.0,2194.0,2452.0,2408.0,2047.5
137,1428.0,1559.0,1595.5,1697.0,1908.5,2152.5,2356.5,2467.0,2650.5,2470.0,2059.0
138,1428.0,1533.5,1639.0,1763.5,2062.5,2340.0,2550.0,2890.5,2743.0,2704.5,2259.5
139,1426.0,1412.0,1492.5,1553.0,2058.5,2247.0,2424.5,2343.5,2607.5,2497.5,2169.5
140,1426.0,1789.5,1785.0,1897.0,2251.5,2487.5,2767.5,2606.5,2867.0,2727.5,2311.5
141,1392.0,1780.5,1952.5,2037.5,2354.0,2846.5,3154.0,3349.5,3291.0,2889.0,2436.5
142,1392.0,1412.0,1583.0,1596.0,1961.5,2857.0,3119.5,3866.5,3361.0,2572.0,1988.5
143,1342.0,1556.0,1644.0,1826.0,2096.0,2576.0,2804.0,2763.5,3106.5,2945.5,2452.0
144,1342.0,1404.0,1488.0,1711.5,2031.0,2521.0,2679.5,3071.5,3019.5,3031.5,2362.0
145,1318.5,1323.5,1437.0,1581.5,2021.5,2534.0,2740.0,3003.0,3184.5,3088.5,2345.0
146,1318.5,1338.0,1430.0,1540.0,1920.0,2393.5,2548.5,2788.5,2936.0,3040.5,2354.5
147,1293.5,1334.0,1416.0,1537.0,1879.5,2163.5,2328.0,2511.5,2644.5,3041.0,2373.0
148,1293.5,1339.5,1444.0,1576.5,1795.5,2070.5,2247.0,2407.5,2520.0,3009.5,2351.5
149,1273.5,1406.5,1536.5,1723.5,1866.0,2154.5,2376.0,2817.5,2695.5,2967.5,2326.0
150,1396.0,1603.5,1695.5,1763.0,2170.5,2918.5,3277.5,3107.0,3613.0,2950.5,2320.5
151,1396.0,1721.0,1960.5,2071.5,2203.5,2865.0,3118.0,3831.0,3417.5,3040.5,2474.0
152,1396.0,1469.5,1538.5,1577.5,1932.5,2539.5,2788.0,2999.0,3089.0,2819.5,2223.5
153,1306.0,1452.0,1645.0,1719.0,2178.5,3063.0,3468.5,4093.5,3823.0,3215.5,2326.5
154,1306.0,1354.0,1497.0,1478.0,1979.5,2773.0,3056.5,2949.0,3350.5,2852.5,2131.0
155,1271.0,1328.0,1393.5,1497.5,1825.5,2208.0,2386.0,2466.0,2714.0,2874.0,2202.0
156,1271.0,1361.0,1507.5,1655.0,2085.0,2819.5,3107.0,3436.0,3501.0,3221.0,2388.0
157,1302.0,1427.0,1683.5,1702.0,2411.0,3982.0,4433.5,4778.0,4894.5,3631.5,2562.5
158,1302.0,1494.0,1810.0,1818.0,2571.5,4148.5,4675.5,4985.5,4992.0,3654.0,2598.0
159,1357.0,1447.5,1737.5,1812.5,2466.5,3754.5,4167.0,4708.0,4599.5,3378.0,2445.5
160,1357.0,1495.0,1645.0,1868.0,2356.0,3138.5,3550.0,3339.0,4018.0,3082.5,2229.0
161,1315.0,1423.5,1525.5,1850.0,2258.0,2727.0,3125.5,3732.0,3781.5,3047.0,2306.0
162,1246.5,1392.5,1483.0,1767.0,2029.0,2360.5,2658.5,3103.5,3088.0,2981.5,2283.5
163,1246.5,1326.0,1417.0,1625.5,1863.0,2156.5,2285.5,2597.0,2749.0,2777.5,2177.5
164,1246.5,1329.5,1450.5,1628.0,1759.0,2102.0,2396.5,2716.0,2660.0,2712.0,2091.5
165,1289.5,1506.0,1709.5,1942.5,2311.5,3023.5,3321.0,3777.0,3841.0,3615.5,2575.0
166,1289.5,1433.0,1625.5,1786.0,2260.0,2778.5,3079.0,3324.0,3531.0,3587.0,2525.5
167,1345.5,1453.0,1621.5,1687.5,2273.5,3072.0,3374.5,3559.5,3700.0,3453.5,2446.5
168,1345.5,1485.0,1661.0,1835.0,2283.0,3040.0,3287.5,3544.5,3814.0,3594.0,2630.0
169,1357.5,1518.0,1709.0,2057.5,2375.5,2995.0,3251.0,4021.0,3861.5,3565.5,2683.5
170,1357.5,1571.0,1727.0,2049.0,2213.0,2661.0,3015.5,3667.0,3501.5,3260.0,2416.0
171,1379.5,1485.5,1668.0,1990.5,2673.0,3221.5,3608.0,3817.5,4100.5,3388.0,2487.5
172,1379.5,1564.0,1521.0,1612.5,1962.5,2290.5,2480.0,1929.5,2829.5,2467.5,2057.0
173,1379.0,1729.0,1878.5,1982.0,2357.0,3136.5,3406.0,3802.5,3714.5,3075.5,2441.0
174,1379.0,1300.5,1382.5,1491.0,2136.5,2633.0,2880.0,2669.0,3269.5,2734.5,2148.0
175,1353.5,1421.5,1558.0,1695.5,2308.5,2974.5,3298.5,3357.0,3762.5,3031.0,2233.5
176,1353.5,1447.5,1631.0,1766.0,2232.0,2972.0,3225.0,3638.0,3792.5,3106.0,2283.5
177,1372.0,1514.0,1550.0,1603.0,1724.5,1990.5,2125.0,2419.0,2408.5,2321.0,1789.0
178,1372.0,1411.5,1591.0,1801.5,2038.5,2488.0,2663.5,3521.0,3160.0,2873.0,2142.0
179,1399.5,1629.0,1929.0,2233.0,2770.0,3512.0,3886.5,4494.0,4411.0,4012.0,2802.5
180,1464.0,1702.5,1990.0,2186.5,2661.5,3380.0,3722.5,4028.0,4175.5,4020.0,2823.0
181,1453.5,1623.0,1840.5,2081.0,2315.5,2835.5,3139.0,3773.5,3636.0,3585.5,2603.5
182,1453.5,1404.0,1506.5,1630.0,2027.5,2354.5,2566.0,2316.5,2861.0,3057.5,2344.0
183,1428.0,1508.5,1668.5,1936.0,2427.0,2906.5,3148.0,3131.0,3540.5,3563.0,2568.0
184,1428.0,1740.5,1983.0,2269.5,2695.5,3213.5,3454.5,3912.0,3892.5,3894.0,2738.0
185,1410.0,1707.5,2014.0,2214.0,2609.5,3075.5,3293.5,3907.5,3716.5,3780.5,2646.0
186,1410.0,1608.0,1824.0,2176.5,2450.5,2744.0,3046.0,3393.0,3404.0,3641.0,2601.0
187,1360.0,1722.5,1990.0,2300.0,2727.5,3123.5,3331.0,3702.0,3760.0,3876.0,2708.5
188,1360.0,1804.5,2106.5,2412.0,2735.5,3234.5,3462.0,3954.5,3859.5,3916.5,2830.0
189,1277.0,1538.5,1736.5,2024.5,2147.5,2575.0,2919.0,3291.0,3244.0,3162.0,2469.0
190,1277.0,1345.0,1484.0,1719.0,1947.0,2133.5,2368.0,2774.5,2618.0,2757.5,2260.5
191,1213.0,1271.5,1344.5,1503.5,1677.0,1900.5,2072.5,2246.5,2342.5,2543.5,2151.5
192,1213.0,1310.5,1359.5,1513.5,1756.5,2014.5,2187.0,2486.5,2490.0,2521.5,2146.0
193,1232.0,1354.0,1417.5,1499.0,1751.0,2096.0,2227.0,2463.0,2488.0,2391.5,2019.0
194,1232.0,1370.0,1394.0,1475.5,1679.5,1958.5,2135.5,2299.5,2405.5,2359.5,1959.5
195,1593.5,1348.0,1410.0,1553.0,1886.0,2225.5,2430.5,2607.0,2717.0,2873.0,2349.0
196,1593.5,1430.5,1549.5,1723.5,2076.5,2472.5,2638.5,2961.5,2967.5,3021.5,2432.0
197,2024.0,2469.0,2678.0,2850.0,3048.0,3120.0,3177.5,3270.0,3303.0,3009.5,2687.5
198,2024.0,2068.0,2197.0,2306.0,2650.0,2844.0,2931.0,2856.0,3113.0,2598.0,2306.5
199,1568.0,1455.0,1566.5,1806.5,2192.0,2477.0,2698.5,3092.0,2999.5,2800.0,2192.5
200,1568.0,1485.5,1509.5,1622.5,1880.5,2149.5,2360.5,2577.5,2605.0,2404.5,1950.0
201,1415.5,1666.5,1760.0,1779.0,2181.5,2826.0,3161.5,3388.0,3289.5,2773.0,2188.0
202,1415.5,1442.5,1652.5,1714.0,2072.0,2696.0,3109.5,3171.0,3370.5,2800.0,2220.0
203,1554.0,2386.5,2448.0,2518.5,2576.5,3195.5,3488.5,3750.5,3716.5,3239.5,2732.5
204,1554.0,1515.0,1656.0,1675.0,2242.0,2832.5,3107.0,3258.0,3410.5,3165.0,2715.0
205,1577.0,1765.0,1925.0,2027.0,2329.5,3079.5,3401.0,3906.0,3539.0,2919.5,2435.5
206,1577.0,1807.0,1944.5,1991.5,2251.5,2838.5,3029.0,3252.5,3272.0,3226.0,2815.0
207,1753.0,2330.0,2515.0,2681.0,2838.0,3123.5,3306.0,3548.0,3371.5,3437.0,3200.0
208,1753.0,2184.0,2364.0,2476.0,2613.5,2813.0,2817.0,2906.0,2955.0,3204.5,2974.5
209,1855.0,1632.0,1699.5,1796.5,2033.0,2465.5,2467.0,2112.0,2695.5,2573.0,2421.0
210,1855.0,2381.5,2502.5,2564.5,2707.5,3037.5,2955.5,2873.0,3319.5,2930.0,2767.5
211,1697.5,1808.5,1922.0,2130.0,2307.0,2856.5,3064.5,3597.0,3294.0,2693.0,2687.5
212,1697.5,1908.0,2038.0,2124.0,2145.5,2426.0,2598.0,2854.5,2753.0,2579.0,2450.5
213,1479.5,1771.0,2009.5,2057.5,2365.5,3060.5,3285.5,3766.0,3414.0,3082.5,2555.0
214,1479.5,1814.0,1970.0,2082.0,2377.5,2823.5,3030.0,3075.0,3256.5,2989.0,2526.5
215,1784.5,1653.5,1830.5,1914.0,2188.0,2495.5,2681.5,2824.0,2857.0,2881.5,2454.0
216,1784.5,1758.5,1869.0,2154.0,2232.5,2399.5,2565.0,2641.0,2663.5,2869.0,2630.5
217,2845.5,5350.0,5632.0,5708.0,4675.0,4620.5,4984.5,5933.0,4976.0,4562.5,3590.5
218,2845.5,5334.0,5290.0,5340.0,4465.0,4710.5,4586.0,5873.5,4717.0,4629.0,3376.5
219,3607.5,4724.0,4740.0,4906.0,5115.0,5100.5,5029.5,5598.0,5313.0,5317.5,3620.0
220,3607.5,4718.0,5002.5,5260.0,5711.5,5697.0,5732.0,5966.0,5916.0,5812.0,4058.5
221,2971.5,3209.5,3266.0,3378.0,3960.0,3772.5,3825.5,3906.0,4058.0,4318.5,3468.5
222,2971.5,4610.0,4392.0,4690.0,3932.5,3851.0,3956.5,4948.5,4018.5,3975.5,3138.5
223,2027.0,1681.0,1739.0,1897.0,2139.5,2451.5,2513.5,2621.0,2872.5,2838.0,2352.5
224,2027.0,1407.5,1497.5,1548.5,2040.0,2497.0,2666.0,2212.0,2797.5,2447.5,2172.0
225,1675.5,2308.0,2582.0,2747.0,2437.0,2689.5,2737.0,3187.5,2840.0,2713.0,2381.5
226,1675.5,1767.5,1991.5,2067.5,2176.0,2765.5,3131.5,4033.5,3190.0,2786.5,2360.0
227,1572.0,1475.0,1594.5,1608.0,1987.0,2366.0,2478.5,2452.5,2597.5,2495.5,2105.0
228,1572.0,2159.0,2326.0,2362.0,2278.0,2776.0,3020.0,3639.0,3217.5,2640.5,2334.5
229,1535.5,1597.0,1776.0,1895.5,2246.5,2703.5,2848.0,3135.0,3201.0,2849.5,2290.0
230,1535.5,1526.0,1720.5,1912.0,2245.5,2783.5,3051.0,3329.0,3363.0,2873.0,2320.5
231,1544.5,1836.0,2045.0,2328.5,2156.0,2480.0,2708.5,3284.0,2798.5,2623.0,2230.5
232,1544.5,1488.0,1480.0,1520.0,1945.0,2217.0,2459.0,2312.0,2655.0,2457.5,2049.0
233,1525.5,1520.5,1667.0,1839.0,2179.0,2617.5,2818.5,3257.0,3071.5,2863.5,2377.0
234,1525.5,2115.0,2223.0,2399.0,2424.0,2822.5,3068.5,3403.0,3253.5,3168.5,2658.0
235,1536.5,1800.0,1879.5,2007.0,2160.5,2677.0,2887.0,2838.5,3126.5,2909.0,2385.5
236,1536.5,1634.0,1878.0,1973.5,2129.5,2732.0,2962.5,2942.5,3127.5,2767.0,2359.0
237,1594.0,1675.0,1880.5,1900.0,2079.5,2591.0,2697.0,3403.5,2961.5,2777.0,2277.0
238,1594.0,2281.5,2448.5,2620.0,2626.5,2973.5,3144.0,3873.5,3498.5,3128.5,2616.5
239,1560.0,1670.0,1807.5,1941.0,2189.0,2582.5,2860.5,3235.5,2837.0,2710.5,2229.5
240,1560.0,1852.0,1898.0,1929.0,2077.5,2871.0,3104.0,3105.5,3201.5,2792.5,2261.0
241,1574.5,2170.0,2314.0,2526.0,2510.5,3092.0,3271.5,3609.5,3457.0,3282.5,2815.5
242,1574.5,1559.0,1671.0,1994.5,2409.5,3017.5,3236.0,3489.0,3569.0,3551.5,2907.0
243,1460.5,1504.5,1706.0,1892.0,2297.5,3152.5,3505.5,3882.0,3872.0,3530.0,2672.0
244,1460.5,1406.0,1508.0,1624.0,2005.5,2568.0,2791.0,2740.5,3219.5,2926.5,2297.5
