,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
7146,1791.5,2122.0,2307.0,2301.0,2464.5,2939.0,3153.5,3418.5,3297.0,3264.0,2871.0
7147,1791.5,2113.0,2164.0,2210.0,2329.0,2748.5,2913.0,2913.0,3127.5,3114.0,2747.0
7148,1780.5,2009.5,2157.0,2152.0,2305.0,2749.0,2999.0,3034.0,3129.0,3297.0,2933.5
7149,1780.5,1980.0,2093.0,2040.5,2435.0,2848.0,3169.5,3065.0,3271.5,3154.5,2815.5
7150,1585.0,1870.0,1993.5,2073.0,2419.5,2827.5,3076.0,2733.5,3206.5,3065.0,2740.5
7151,1585.0,1694.0,1839.0,1776.0,2134.0,3048.5,3498.0,3521.0,3640.5,3049.0,2399.5
7152,1523.5,1884.0,2087.0,2267.0,2199.5,2986.0,3205.5,3283.0,3451.0,2940.5,2430.5
7153,1523.5,2302.0,2468.0,2602.0,2425.5,2628.0,2820.5,3066.5,2787.0,3021.0,2757.0
7154,1610.0,2081.0,2232.0,2278.0,2391.0,2979.0,3249.0,3089.0,3370.5,3321.5,2758.0
7155,1610.0,2066.0,2264.0,2338.0,2647.5,3370.0,3602.5,3672.5,3847.0,3826.0,3033.5
7156,1805.0,2095.0,2250.0,2303.0,2539.5,3088.5,3353.5,3255.0,3502.5,3565.5,3049.0
7157,1805.0,2641.0,2730.0,2786.0,2898.0,3028.5,3179.5,3065.0,3214.0,3940.0,3888.0
7158,1994.0,1891.5,1956.5,2108.0,2421.5,2462.0,2636.5,2660.0,2781.5,3217.0,3103.0
7159,1994.0,2079.0,2263.0,2299.0,2580.5,2788.0,2861.0,2968.5,2996.5,3330.5,3150.0
7160,1783.0,1978.0,2152.0,2110.0,2421.5,3234.0,3504.5,3642.0,3659.0,3360.0,2896.5
7161,1783.0,1344.5,1549.0,1322.5,2026.0,3421.0,3861.5,4428.0,4155.5,2963.0,2223.5
7162,1419.5,1310.0,1489.5,1262.0,1780.0,3473.5,4005.0,3975.5,4250.5,2695.0,1907.0
7163,1419.5,1282.0,1463.0,1224.5,1755.0,3463.5,4047.5,4377.5,4316.0,2654.0,1775.0
7164,1319.5,1265.5,1437.0,1217.0,1684.0,3307.5,3848.5,3889.5,4109.0,2654.5,1797.0
7165,1319.5,1533.5,1775.0,1826.0,2199.0,3064.0,3535.5,3712.0,3781.5,3910.5,2825.0
7166,1367.5,1565.5,1805.5,1899.0,2248.5,2989.5,3347.5,3432.0,3639.5,3910.0,2932.0
7167,1367.5,1333.0,1544.0,1329.0,1796.0,3244.5,3660.5,4382.0,4032.0,2994.0,2063.5
7168,1413.5,1568.5,1802.0,1652.5,2004.0,3147.0,3726.5,3909.5,3873.5,3089.0,2241.0
7169,1413.5,1433.0,1648.5,1466.5,1938.5,3160.5,3690.5,3880.0,3753.0,2931.5,2143.0
7170,1464.5,1450.5,1639.0,1519.0,1921.0,3277.5,3815.5,3339.0,3754.0,2919.5,2084.5
7171,1464.5,1381.0,1509.5,1355.0,1816.5,2907.5,3170.0,3321.0,3318.5,2510.0,1888.0
7172,1511.0,1644.5,1797.5,1769.5,2114.5,2889.5,3293.0,3234.0,3485.0,2956.0,2395.5
7173,1511.0,2057.0,2137.0,1857.0,2316.5,3174.0,3600.0,3698.0,3828.5,3353.0,2581.0
7174,1511.0,1685.0,1894.0,1843.0,2249.5,3316.0,3720.5,4012.5,3954.0,3428.5,2603.0
7175,1511.0,1525.5,1673.0,1576.0,2076.5,3178.0,3573.0,3620.5,3925.5,3147.5,2346.5
7176,1371.5,1303.5,1477.0,1292.5,1859.5,3252.5,3771.5,3763.5,4013.0,2817.0,1938.0
7177,1371.5,1268.0,1444.0,1221.0,1734.5,3675.5,4288.0,4315.5,4523.0,2732.5,1786.5
7178,1278.5,1255.0,1475.0,1214.0,1802.5,3774.5,4466.0,4587.5,4730.0,2779.5,1814.0
7179,1278.5,1285.0,1456.5,1231.5,1776.5,3492.5,4099.0,4121.0,4306.0,2816.0,1863.0
7180,1263.0,1293.5,1573.0,1234.0,1890.5,4001.5,4705.5,4956.5,4949.0,2825.5,1800.0
7181,1263.0,1302.0,1554.0,1268.0,1943.5,3719.5,4305.5,4378.0,4575.0,2792.0,1805.5
7182,1453.5,1516.0,1790.0,1668.5,2418.5,3368.5,3763.0,4271.5,3916.0,3524.5,2747.5
7183,1453.5,1598.0,1780.5,1737.0,2336.5,3130.0,3352.5,3315.0,3462.0,3261.5,2536.0
7184,1656.0,1770.0,1954.5,1917.0,2280.5,3301.0,3580.0,3767.5,3718.5,3068.5,2512.0
7185,1656.0,1622.5,1714.0,1737.5,2177.5,2409.5,2533.0,2236.0,2666.0,2939.5,2710.5
7186,1701.5,1460.0,1772.5,1608.0,2175.5,3624.0,4000.5,4420.0,4173.5,3527.0,2499.5
7187,1701.5,1511.0,1684.5,1623.5,2124.0,2934.5,3205.5,3574.5,3371.0,3188.0,2469.5
7188,1842.5,1851.5,1942.0,1967.0,2010.0,2217.0,2217.0,2422.0,2339.0,2531.5,2233.0
7189,1842.5,1806.0,1877.5,1917.0,1950.0,2005.5,2129.0,2106.5,2179.0,2448.0,2268.0
7190,1783.5,1945.0,2122.0,2259.0,2419.0,2770.0,2973.0,3278.0,3073.5,3409.5,2960.5
7191,1783.5,1701.0,1905.0,1865.5,2280.0,3293.0,3731.5,3588.5,3892.0,3521.0,2697.0
7192,1633.0,1811.0,1963.5,1966.0,2309.5,2814.0,3115.5,2975.0,3205.5,3129.5,2653.0
7193,1633.0,1411.5,1648.0,1463.0,2117.0,3618.5,4122.0,3762.5,4340.0,3227.0,2297.0
7194,1706.5,1592.0,1891.0,1813.0,2376.5,3941.0,4487.5,4560.0,4788.5,3823.5,2577.0
7195,1706.5,1852.5,2067.0,2026.0,2237.5,3230.0,3610.5,3604.0,3721.0,3111.0,2415.5
7196,1866.5,2084.0,2148.0,2106.0,2426.0,3232.0,3650.0,3362.0,3814.0,3308.5,2685.0
7197,1866.5,1903.5,2111.0,2124.0,2517.0,3430.0,3859.0,4020.0,4040.0,3635.0,2928.5
7198,1821.0,1954.5,2107.0,2045.0,2509.0,3216.5,3531.5,3770.0,3646.5,3467.5,2921.0
7199,1821.0,2316.0,2428.0,2492.0,2589.0,3192.5,3571.5,3404.0,3748.5,3675.5,3049.5
7200,1492.0,1485.0,1801.0,1538.0,2179.0,3838.5,4366.5,4458.0,4686.5,3275.5,2216.5
7201,1492.0,1428.0,1656.0,1440.0,2121.5,3519.5,4128.5,4281.5,4389.0,3129.5,2170.0
7202,1672.0,1590.5,1769.5,1634.0,2157.5,3202.0,3667.0,4194.5,3874.0,3028.0,2314.0
7203,1672.0,2139.0,2398.0,2414.0,2485.5,3367.5,3701.0,3592.0,3785.5,3197.5,2582.0
7204,1653.0,1551.5,1757.0,1587.5,2164.5,3495.5,4039.0,4153.0,4314.5,3585.0,2575.0
7205,1653.0,1971.0,2273.0,2195.0,2304.0,3359.0,3765.0,3985.5,3967.0,3225.0,2501.0
7206,1449.0,1370.5,1549.5,1322.5,1865.0,3420.5,3947.0,4134.0,4092.5,2703.0,1901.0
7207,1449.0,1361.5,1607.5,1310.5,1845.0,3393.0,4113.5,4248.0,4363.0,2701.0,1855.0
7208,1432.5,1382.0,1609.0,1403.5,2126.0,3537.5,4070.5,4155.5,4326.5,3243.5,2319.0
7209,1432.5,1355.5,1512.5,1392.0,1960.5,3212.5,3674.5,3754.0,3869.5,2890.5,2145.5
7210,1460.0,1318.5,1481.5,1302.0,1951.0,3048.5,3593.0,3629.0,3787.0,2819.0,2041.0
7211,1463.5,1315.0,1467.5,1328.5,1894.0,3097.5,3662.0,3722.5,3855.0,2816.5,2076.5
7212,1463.5,1508.0,1780.0,1716.5,2137.5,3403.5,3932.5,4033.5,4239.0,3180.5,2419.0
7213,1463.5,1608.5,1878.0,1804.5,2420.0,3383.0,3721.5,3933.5,3945.0,3370.0,2653.5
7214,1406.0,1316.0,1494.5,1317.0,1882.5,3072.0,3543.5,3616.0,3848.5,2803.0,1983.0
7215,1406.0,1465.0,1653.0,1528.5,1978.0,3226.0,3726.5,4077.5,4009.0,3271.0,2259.0
7216,1391.0,1561.0,1836.5,1897.0,2446.0,3512.0,3972.0,4107.5,4348.5,3952.5,2789.0
7217,1391.0,1462.0,1740.0,1695.5,2292.0,3495.5,4051.0,4017.5,4361.5,3633.5,2479.5
7218,1367.5,1316.0,1556.0,1282.0,1850.0,3617.0,4368.0,4690.0,4625.5,2889.0,1984.0
7219,1367.5,1322.0,1585.5,1306.5,1922.5,3578.5,4217.0,4500.0,4452.5,2918.5,2025.0
7220,1414.5,1720.5,1881.0,1822.5,1998.5,3349.0,3829.0,3667.5,4058.0,2959.0,2245.0
7221,1414.5,1615.0,1760.5,1661.0,1982.5,3214.0,3677.5,3885.0,3898.5,2884.0,2185.0
7222,1437.0,1331.0,1543.0,1305.5,1919.5,3379.5,3883.0,4302.0,4186.0,2817.5,2061.5
7223,1437.0,1316.5,1505.0,1271.5,1886.5,3327.0,3836.0,4062.5,4119.0,2691.5,1922.0
7224,1394.0,1330.5,1606.5,1268.5,1903.5,3687.0,4429.0,4646.0,4619.0,2803.0,1851.5
7225,1394.0,1315.5,1583.0,1272.0,1866.0,3631.0,4279.0,4474.0,4499.5,2720.5,1847.0
7226,1445.0,1470.0,1736.0,1584.5,2190.5,3763.0,4330.0,4579.5,4630.0,3442.5,2451.0
7227,1445.0,1584.0,1863.0,1841.5,2292.0,3287.0,3658.0,3862.0,3961.0,3691.5,2706.5
7228,1594.5,1904.5,2104.0,2155.0,2482.0,3211.5,3513.0,3466.0,3689.0,3613.0,2933.0
7229,1594.5,1809.0,2125.0,2195.0,2462.5,3128.5,3430.5,3510.0,3639.5,3568.0,2939.0
7230,1572.0,1575.0,1785.5,1677.0,2212.5,2999.0,3302.0,4045.0,3563.5,3253.5,2623.0
7231,1572.0,1746.5,1944.0,1797.5,2292.0,3181.5,3582.0,3564.5,3774.0,3384.5,2621.0
7232,1418.5,1366.0,1645.0,1368.0,1892.5,3181.0,3646.0,3706.5,3876.0,2877.0,1987.5
7233,1418.5,1401.0,1566.5,1408.5,1888.5,3183.5,3688.5,3772.0,4019.0,2909.5,2038.0
7234,1440.5,1476.0,1695.0,1564.5,2027.0,3631.5,4234.0,4490.0,4543.0,3288.0,2282.0
7235,1440.5,1692.0,1916.0,1837.0,2236.0,3738.0,4317.5,4302.0,4564.5,3590.0,2520.0
7236,1581.0,1611.5,1854.0,1850.0,2318.0,3378.0,3805.0,4063.0,4089.0,3505.0,2656.5
7237,1581.0,1919.0,2122.0,2078.0,2431.0,3462.5,3884.5,3942.5,4119.0,3521.5,2733.5
7238,1635.5,1821.5,1923.5,1999.5,2268.5,3065.0,3378.0,3169.0,3620.5,3202.0,2663.0
7239,1635.5,1646.0,1783.5,1791.0,2285.0,3226.5,3608.5,3728.0,3906.5,3359.0,2559.0
7240,1594.5,1829.0,1933.0,2026.5,2181.5,3004.5,3396.5,3218.5,3541.0,3154.5,2535.5
7241,1594.5,1684.0,1819.5,1817.5,2085.0,3198.0,3673.5,3294.5,3950.0,3154.0,2441.5
7242,1609.5,1622.0,1866.0,1838.0,2325.0,3256.0,3654.5,4106.0,3914.0,3849.5,3047.0
7243,1609.5,1646.0,1805.5,1834.5,2171.0,2892.0,3177.0,3427.0,3554.0,3676.0,3126.5
7244,1628.5,1795.0,2034.0,2026.0,2331.5,2917.0,3141.5,3618.0,3255.0,2939.5,2516.5
7245,1628.5,1446.0,1673.0,1627.0,2043.0,2639.0,3039.5,3955.5,3225.5,2807.0,2241.5
7246,1623.5,1644.5,1847.0,1736.0,2197.0,3156.5,3544.0,4053.5,3621.5,2798.0,2323.0
7247,1623.5,1772.5,1777.5,1819.0,1953.5,2207.0,2357.5,2535.5,2432.5,2387.5,2181.5
7248,1565.0,1678.0,1792.0,1866.5,2135.5,2658.0,2831.5,2498.0,3124.0,3622.5,3120.5
7249,1565.0,1451.0,1760.0,1596.0,2181.0,3429.0,3957.5,4153.5,4200.0,3685.0,2715.5
7250,1381.5,1451.0,1686.5,1504.5,1911.0,3489.5,4244.5,4577.0,4506.5,3124.0,2118.0
7251,1381.5,1435.0,1744.0,1453.0,2113.0,4024.0,4651.0,5021.5,4934.0,3489.0,2256.5
7252,1402.0,1411.5,1663.0,1445.5,2160.5,3766.0,4312.0,4332.0,4671.0,3721.5,2527.5
7253,1402.0,1535.0,1847.0,1656.0,2257.5,4027.0,4612.5,4807.5,4817.0,3915.0,2641.5
7254,1701.0,1387.0,1619.0,1408.5,1954.0,3517.5,3962.5,4007.0,4291.5,2993.0,2205.5
7255,1701.0,1764.0,2032.0,1966.0,2347.0,3954.0,4480.5,4443.5,4643.0,3330.0,2445.5
7256,1877.0,2007.5,2308.0,2234.0,2648.0,3465.5,3816.5,4042.5,4035.5,3842.0,3087.0
7257,1877.0,1604.0,1819.0,1685.5,2376.5,3511.5,3909.5,4067.5,4137.0,3622.0,2743.5
7258,1681.5,1677.0,1961.0,1950.0,2275.5,3530.5,3988.5,4111.0,4266.5,3758.0,2753.0
7259,1681.5,1526.5,1798.0,1676.5,2203.5,3303.5,3729.0,3982.5,3935.5,3428.5,2593.0
7260,1769.5,1969.5,2087.0,2108.0,2343.0,3640.5,4000.0,2948.0,4154.5,3093.5,2477.0
7261,1769.5,1976.0,2164.0,2158.0,2358.5,3988.5,4554.0,3948.5,4620.0,3271.5,2508.5
7262,2319.0,2226.0,2436.0,2571.0,3022.5,3488.5,3683.5,3730.5,3860.5,4027.0,3405.0
7263,2319.0,2852.0,3085.0,3257.0,3413.5,3680.5,3939.0,4144.5,4010.5,4125.0,3526.0
7264,2405.5,4544.0,4740.0,5016.0,4484.5,4810.5,5045.0,5490.0,4964.5,4653.5,3488.0
7265,2405.5,2301.0,2552.0,2707.0,3274.0,3935.0,4159.5,4068.0,4465.5,4032.5,3062.0
7266,1839.5,1867.5,2064.0,2069.0,2322.0,3110.5,3333.0,3179.5,3530.0,3058.5,2502.5
7267,1839.5,1534.5,1872.5,1681.0,2266.0,3348.0,3794.5,4246.0,3988.5,3049.5,2354.5
7268,1654.5,1906.0,2073.0,2075.0,2428.0,3110.5,3458.0,3748.5,3609.5,3274.5,2701.0
7269,1654.5,1785.5,1932.5,1992.5,2205.5,2863.5,3093.0,2859.0,3205.0,2978.0,2471.5
7270,1815.0,2016.0,2169.0,2207.0,2370.0,2924.0,3184.5,3466.5,3271.0,3130.0,2629.0
7271,1815.0,1853.0,1991.5,2001.0,2375.5,2912.5,3195.5,3365.0,3378.0,3185.0,2606.0
7272,1762.0,1801.5,2026.0,1973.0,2355.0,3348.0,3790.0,4052.5,3890.5,3448.0,2705.5
7273,1762.0,1526.0,1696.0,1496.0,2149.0,3438.5,4026.0,4124.5,4150.5,3144.0,2397.0
7274,1683.0,1797.5,2031.0,1927.0,2332.0,3484.5,3909.0,4490.5,4061.5,3180.0,2512.0
7275,1683.0,1456.0,1765.5,1460.5,2177.5,3202.0,3574.5,3994.5,3721.5,3093.5,2374.5
7276,1761.0,1821.0,1972.0,1924.5,2435.0,3274.0,3583.5,3396.0,3758.5,3590.5,2900.5
7277,1761.0,1964.5,2042.0,2042.0,2374.5,3116.0,3401.0,3099.5,3525.5,3326.0,2662.5
7278,1813.5,2102.0,2236.0,2305.0,2575.0,3357.0,3694.0,3594.5,3765.5,3674.5,3149.5
7279,1813.5,1716.5,1963.0,2148.0,2643.5,3539.0,3917.0,4156.0,3996.0,3908.0,3229.5
7280,1729.0,1765.0,1831.0,1892.0,2196.0,3144.5,3695.5,3515.5,3972.0,3389.0,2710.5
7281,1723.5,1536.0,1701.5,1589.5,2149.5,2925.0,3238.5,3988.0,3405.5,3135.5,2665.5
7282,1735.5,1432.0,1606.0,1449.5,1926.0,2908.0,3286.5,3887.0,3423.5,2845.5,2287.0
7283,1735.5,1975.0,2129.0,2002.0,2199.0,3131.0,3459.5,3974.0,3667.0,3075.0,2495.0
7284,1671.5,1446.5,1532.0,1451.5,1977.0,3362.5,3867.0,3585.0,4153.5,3286.5,2396.5
7285,1671.5,1637.0,1808.0,1748.5,2197.0,3760.5,4583.5,4307.5,4814.0,3414.5,2535.0
7286,1581.0,1710.0,1790.0,1769.0,1998.0,3517.5,3828.5,3416.0,3951.0,2995.0,2267.5
7287,1581.0,1392.5,1675.0,1390.0,2051.5,3780.0,4333.0,4982.5,4618.0,2986.5,2156.0
7288,1825.5,1714.0,1906.0,1961.0,2283.0,3185.0,3537.5,3163.5,3697.0,3110.0,2565.0
7289,1825.5,2274.0,2445.0,2592.0,2730.0,2870.0,3016.0,2958.0,3009.0,3441.0,3309.0
7290,1911.0,1652.0,1908.0,1741.0,2306.5,3717.5,4080.0,4033.0,4411.0,3049.5,2410.0
7291,1911.0,2191.0,2316.0,2291.0,2568.0,3649.5,3963.5,3667.5,4100.0,3401.5,2776.5
7292,1992.0,1927.0,2130.0,2176.0,2675.5,3283.0,3589.0,3540.0,3632.5,3702.0,3239.5
7293,1992.0,1703.0,2113.0,1748.0,2470.5,3866.5,4153.0,4616.5,4292.0,3309.5,2634.0
7294,2104.0,1680.0,1908.5,1838.0,2609.0,3717.5,4086.0,4084.5,4250.0,3724.0,2958.0
7295,2104.0,1798.5,2102.0,2071.0,2847.5,3543.5,3827.0,3937.5,3950.5,3890.5,3278.5
7296,2042.5,2110.0,2259.0,2337.0,2323.5,3139.5,3446.0,3278.5,3598.5,3161.5,2619.0
7297,2042.5,2003.0,2097.0,2044.0,2253.0,3320.0,3818.5,3651.0,3975.0,3054.5,2412.0
7298,1865.0,2153.0,2262.0,2239.0,2650.5,3581.5,3879.5,3916.5,4060.5,3782.0,3126.5
7299,1865.0,2278.0,2448.0,2439.0,2943.0,3646.0,4008.0,3641.0,4164.5,3912.0,3241.0
7300,1722.0,1993.0,2193.0,2149.0,2427.5,3547.5,3998.0,3967.0,4207.5,3609.0,2870.0
7301,1722.0,1303.5,1573.0,1317.0,1909.5,3517.5,4107.0,4064.5,4307.0,2880.0,2021.0
7302,1571.0,1300.5,1557.5,1319.0,2186.0,3592.0,4185.5,4206.0,4298.5,3035.5,2217.5
7303,1571.0,1364.5,1601.0,1421.0,2118.5,3235.0,3598.5,4092.0,3933.0,3043.5,2353.5
7304,1661.0,1361.0,1681.0,1457.5,2200.0,3528.5,4013.0,4337.5,4215.0,3441.5,2481.0
7305,1661.0,1684.0,1862.0,1858.5,2425.5,3495.0,3963.0,3866.0,4303.5,3840.0,2819.5
7306,1833.5,1560.0,1671.5,1637.5,2155.5,2691.0,2982.5,3106.0,3116.0,2942.5,2518.0
7307,1833.5,1832.0,1870.5,1908.5,2187.0,2503.5,2667.0,2697.0,2698.0,2708.5,2499.5
7308,1718.0,2258.0,2400.0,2453.0,2530.0,2954.0,3143.5,3023.0,3221.5,3094.5,2746.5
7309,1718.0,1398.5,1552.0,1368.0,2277.5,3377.0,3808.0,4109.5,3966.0,3120.5,2471.5
7310,1576.5,1327.0,1496.5,1286.5,1805.0,3308.5,3753.5,3704.5,3975.0,2752.5,1942.0
7311,1576.5,1376.5,1603.5,1430.0,1895.5,3229.5,3534.5,3664.5,3850.0,2823.5,2110.0
7312,1562.0,1335.5,1457.0,1269.0,1813.0,3154.0,3647.0,3371.5,3792.0,2706.0,1970.0
7313,1562.0,1299.5,1472.5,1254.0,1714.5,3228.0,3750.5,3774.5,3950.5,2550.0,1750.0
7314,1344.0,1265.5,1419.5,1220.0,1694.5,3329.0,3891.5,4040.0,4117.5,2590.0,1765.0
7315,1344.0,1290.5,1384.0,1222.0,1836.0,3494.5,4211.5,4071.5,4385.0,3239.5,2204.5
7316,1408.5,1469.0,1652.0,1586.0,2127.0,3352.0,3853.0,3969.0,4123.5,3744.5,2696.0
7317,1408.5,1593.0,1776.0,1794.0,2155.5,2983.5,3369.5,3744.0,3691.0,3610.5,2705.5
7318,1531.0,1399.5,1619.5,1523.0,1943.0,3044.5,3522.5,3482.0,3637.5,3116.5,2285.5
7319,1531.0,1524.0,1712.5,1580.0,2068.0,2969.5,3371.0,3741.0,3510.5,3139.5,2395.0
7320,1624.5,1909.5,2061.0,2127.0,2597.5,3091.5,3308.0,3417.0,3450.0,3621.5,3058.0
7321,1624.5,1910.0,2114.0,2155.0,2471.0,3084.0,3430.5,3553.5,3522.0,3390.5,2897.0
7322,1634.0,1849.0,1986.0,2026.0,2473.0,3071.0,3307.0,2813.0,3444.5,3404.5,2776.0
7323,1634.0,1701.5,1838.0,1786.0,2228.0,3094.5,3442.5,3344.5,3658.5,3240.0,2576.0
7324,1500.5,1389.5,1595.0,1393.5,1884.0,3314.0,3850.5,3880.5,4155.0,2929.0,2027.0
7325,1500.5,1373.0,1503.0,1346.5,1872.5,3661.5,4433.0,3974.5,4646.0,3093.0,2132.5
7326,1384.0,1426.5,1562.5,1410.0,1955.5,3651.5,4205.0,3776.0,4507.5,3029.5,2079.0
7327,1384.0,1278.0,1438.0,1253.0,1932.5,3649.0,4060.0,3955.5,4237.0,3069.5,2141.0
7328,1405.0,1517.5,1730.5,1614.0,2222.0,3502.0,3987.0,4087.0,4268.5,3727.5,2787.0
7329,1405.0,1493.5,1732.0,1703.0,2261.5,3379.0,3731.0,3826.5,4058.0,3941.5,2862.0
7330,1349.5,1392.5,1627.0,1451.5,2064.5,3486.5,4064.5,4163.0,4294.5,3471.0,2400.5
7331,1349.5,1292.5,1477.5,1235.5,1792.5,3681.5,4232.5,4497.5,4418.5,2678.0,1780.5
7332,1337.0,1528.0,1752.0,1587.0,2029.0,3770.0,4355.5,4598.0,4627.5,3117.0,2105.5
7333,1337.0,1322.5,1540.0,1303.0,1940.5,3846.0,4580.5,4766.5,4780.0,2943.5,1889.0
7334,1385.0,1352.5,1630.5,1334.5,2158.0,3974.0,4629.5,5068.0,4791.5,3262.5,2122.0
7335,1385.0,1400.0,1732.0,1484.0,2206.5,3719.5,4011.0,4234.0,4282.5,3328.0,2237.5
7336,1506.5,1445.0,1618.0,1514.5,2044.5,3167.0,3433.5,3468.0,3756.5,3264.5,2390.5
7337,1506.5,1561.0,1710.0,1688.0,2026.5,2538.5,2699.0,3046.0,2834.5,2833.5,2300.5
7338,1672.0,1712.0,1722.0,1700.5,2016.5,2026.5,2240.5,1878.0,2196.5,2162.0,2023.5
7339,1672.0,1539.0,1541.5,1511.5,1821.5,2011.0,2039.5,1692.0,2141.0,2310.0,2038.5
7340,1645.5,2141.0,2272.0,2441.0,2513.0,2891.5,3117.0,3428.0,3291.0,3507.0,2997.0
7341,1645.5,1507.0,1723.5,1552.0,2088.0,3462.5,3777.0,4102.0,4024.0,3159.5,2275.5
7342,1555.5,1621.0,1852.0,1813.0,2204.0,3357.0,3641.0,3768.0,3836.5,3161.5,2364.5
7343,1555.5,1927.0,2046.0,2112.0,2215.0,2761.5,3007.0,2599.5,3179.0,2964.0,2446.0
7344,1723.5,1789.0,1851.5,1876.0,2146.5,3043.0,3370.5,2691.0,3519.5,2964.0,2269.0
7345,1723.5,1848.5,1960.5,1927.0,2277.5,2724.0,3006.0,3211.5,3118.5,2894.0,2416.0
7346,1822.5,2088.0,2250.0,2324.0,2536.0,3304.0,3602.5,3451.5,3752.0,3390.5,2762.5
7347,1822.5,1853.0,2029.0,1959.5,2398.5,3292.5,3680.0,3971.0,3900.5,3357.5,2646.5
7348,1682.5,1697.0,1814.5,1718.5,2196.0,3388.0,3907.0,4054.0,4186.5,3280.5,2447.0
7349,1682.5,1432.0,1645.5,1459.0,2081.5,3516.0,4138.5,4350.0,4432.0,3241.0,2243.5
7350,1537.0,1492.0,1741.0,1518.0,2038.0,3401.0,3978.5,4522.0,4171.5,3025.0,2028.5
7351,1537.0,1417.0,1664.5,1458.0,2039.0,3520.0,4076.0,4265.5,4376.5,3063.0,2088.0
7352,1627.5,1658.0,1840.5,1690.5,2302.5,3250.5,3605.0,3819.5,3778.5,3004.0,2353.5
7353,1627.5,1525.5,1625.0,1556.0,2173.5,2996.5,3431.5,3234.0,3580.0,2950.5,2306.0
7354,1579.0,1643.5,1902.0,1713.0,2243.0,3648.0,4130.0,4592.0,4428.5,3392.0,2401.0
7355,1579.0,1415.0,1590.0,1361.5,2028.0,3419.0,3888.0,3994.5,4124.5,3003.0,2146.5
7356,1601.5,1919.5,2059.0,2003.0,2194.5,3485.0,3791.5,3706.5,3897.5,3107.5,2444.5
7357,1601.5,1582.5,1874.0,1692.0,2145.5,3190.0,3711.0,4668.5,4006.5,3055.0,2287.0
7358,1605.0,1627.5,1834.5,1734.0,2219.5,3192.0,3542.0,3888.5,3761.0,3357.0,2598.0
7359,1605.0,1516.0,1658.0,1560.0,2075.0,3130.0,3631.0,3848.0,3799.5,3153.0,2393.5
7360,1528.0,1791.5,2028.0,2078.0,2510.0,3615.5,4060.0,3954.5,4434.5,3964.5,2959.5
7361,1494.5,1579.0,1769.0,1743.0,2238.0,3127.0,3497.5,3973.5,3787.0,3451.0,2610.5
7362,1494.5,1499.0,1755.0,1673.0,2142.5,3123.5,3410.5,3697.0,3593.5,3307.5,2479.5
7363,1494.5,1473.0,1641.5,1527.5,2070.5,3096.0,3532.0,3689.0,3811.5,3334.5,2429.5
7364,1440.0,1458.5,1605.5,1519.0,1952.0,3192.0,3742.0,3627.5,4056.0,3091.5,2354.0
7365,1440.0,1401.0,1558.5,1421.0,1858.5,3221.5,3777.0,3838.5,4120.5,2905.0,2051.5
7366,1438.5,1367.5,1617.5,1371.0,2029.0,3279.5,3805.0,4469.5,4047.5,3083.5,2231.5
7367,1438.5,1457.5,1596.0,1557.0,1985.5,2937.0,3333.0,3240.0,3572.5,2848.0,2193.5
7368,1383.5,1665.0,1849.0,1764.0,1942.0,3295.0,3764.5,3558.0,3954.5,2867.0,2130.0
7369,1383.5,1398.5,1544.0,1411.0,1870.0,3484.0,4014.5,4172.0,4281.5,2865.5,2041.0
7370,1330.5,1293.0,1540.5,1248.5,1772.5,3252.0,3799.5,3946.0,4013.5,2572.0,1787.5
7371,1330.5,1294.5,1579.0,1250.0,1805.5,3257.0,3923.5,4106.5,4121.0,2614.0,1785.5
7372,1299.5,1293.5,1544.5,1251.0,1876.0,3416.0,3988.5,4099.5,4216.0,2745.0,1867.0
7373,1299.5,1289.5,1523.5,1249.0,1859.0,3426.5,3952.5,4168.0,4224.0,2763.0,1851.0
7374,1257.5,1304.5,1548.5,1261.0,1809.5,3393.5,4035.0,4296.5,4189.0,2713.5,1829.5
7375,1257.5,1274.5,1486.5,1235.0,1782.0,3324.0,3877.5,4084.5,4068.0,2601.0,1759.5
7376,1344.5,1302.0,1551.5,1264.0,1982.5,3479.0,4031.5,4297.5,4364.0,3025.5,2103.0
7377,1344.5,1562.5,1820.5,1726.5,2249.0,3724.5,4241.0,4434.0,4575.0,3770.5,2662.0
7378,1518.0,1560.0,1853.5,1736.0,2295.0,3626.5,4081.0,4140.0,4399.5,3772.5,2709.0
7379,1518.0,1788.0,1945.5,1911.0,2408.5,3559.5,3933.0,3692.5,4124.5,3757.0,2828.5
7380,1604.0,1600.0,1826.5,1869.0,2308.0,3041.0,3379.0,3238.0,3573.5,3326.0,2651.0
7381,1604.0,1526.0,1694.0,1730.0,2243.0,3184.5,3540.0,3285.5,3706.0,3353.5,2651.5
7382,1528.0,1774.0,1871.0,1869.0,2156.5,3084.5,3442.0,3330.5,3689.5,3245.0,2522.5
7383,1528.0,1633.0,1804.0,1776.5,2125.0,3129.5,3623.0,3351.0,3950.0,3385.0,2405.0
7384,1494.0,1282.0,1469.0,1297.0,1949.0,3572.0,4239.5,3973.5,4563.0,3148.5,2164.5
7385,1494.0,1580.0,1743.5,1709.0,2190.5,3319.5,3823.0,3815.5,4212.0,3589.0,2584.0
