,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
0,1483.0,1396.5,1632.5,1437.5,1859.5,3280.5,3816.0,3823.5,4010.0,2836.0,1952.5
1,1483.0,1321.5,1523.0,1333.0,1977.5,3413.0,3875.5,3969.0,4258.0,3308.0,2321.5
2,1483.0,1434.0,1687.0,1498.0,2257.5,3339.5,3855.5,4166.0,4106.5,3613.5,2633.0
3,1392.0,1437.5,1694.0,1579.5,2246.0,3365.0,3798.0,3947.0,4146.5,3881.5,2554.5
4,1392.0,1377.0,1636.5,1434.5,2122.5,3356.0,3881.5,3843.0,4143.0,3360.0,2231.5
5,1305.0,1246.5,1416.0,1228.5,1720.0,3159.5,3683.5,3778.0,3936.5,2621.5,1755.5
6,1305.0,1267.5,1483.5,1247.5,1716.0,3237.0,3833.5,4181.0,4132.0,2699.0,1800.0
7,1370.0,1347.5,1595.5,1440.5,2128.0,3414.0,3918.5,4144.0,4323.0,3418.0,2352.5
8,1370.0,1507.5,1788.0,1692.5,2281.5,3449.0,3885.0,3924.5,4186.0,3980.5,2706.0
9,1376.5,1494.5,1827.5,1636.5,2351.5,3959.0,4623.5,4497.5,4900.5,3704.5,2522.0
10,1296.5,1334.0,1596.0,1339.0,1924.0,3572.0,4301.0,4455.0,4564.5,2918.0,1942.5
11,1296.5,1283.0,1513.0,1263.0,1881.0,3657.5,4390.0,4422.5,4614.5,2786.5,1832.5
12,1304.0,1302.5,1494.0,1267.0,1878.5,3486.0,4027.5,4056.0,4255.5,2689.5,1796.0
13,1304.0,1290.0,1561.0,1274.5,1864.0,3445.0,3961.5,4182.5,4192.0,2675.5,1814.5
14,1304.0,1286.0,1503.0,1254.5,1817.5,3236.5,3783.0,4031.0,4068.0,2686.5,1862.5
15,1391.0,1471.5,1769.0,1588.5,2162.5,3662.5,4210.0,4381.5,4529.0,3749.5,2499.5
16,1391.0,1497.5,1791.5,1554.0,2172.0,3892.0,4492.0,4701.5,4803.0,3813.0,2518.5
17,1422.0,1527.5,1761.0,1593.5,2152.5,3727.0,4359.5,4554.0,4618.5,3684.5,2448.5
18,1422.0,1448.5,1677.0,1549.5,2142.5,3535.0,4095.5,4065.5,4397.5,3520.0,2415.0
19,1423.0,1464.5,1732.0,1583.0,2081.5,3496.5,4102.5,4168.5,4315.0,3521.0,2360.0
20,1423.0,1465.5,1779.0,1536.5,2095.5,3618.0,4284.5,5179.0,4694.0,3382.0,2255.0
21,1473.0,1528.5,1848.5,1623.5,2209.5,3888.0,4483.0,4691.0,4848.0,3872.5,2484.0
22,1473.0,1412.5,1678.0,1493.0,2120.0,3332.0,3815.0,3799.0,4109.0,3367.5,2374.5
23,1477.0,1420.0,1582.0,1412.5,2093.5,3543.5,4106.0,3580.5,4446.5,3181.0,2241.5
24,1400.5,1357.0,1615.0,1390.0,1893.5,3506.5,4189.0,4249.5,4348.5,2875.0,1998.0
25,1400.5,1301.0,1521.5,1300.0,1929.5,3520.5,4213.0,3968.5,4565.5,3137.0,2130.5
26,1400.5,1366.5,1609.5,1355.5,1988.0,3361.0,4005.5,4477.0,4231.5,3204.5,2187.5
27,1407.0,1271.0,1457.0,1250.0,1729.5,3393.5,4173.0,4646.0,4495.0,2664.0,1801.0
28,1407.0,1289.5,1500.5,1296.5,1852.0,3606.0,4291.5,4331.5,4645.5,2917.0,1953.0
29,1416.0,1324.5,1558.0,1325.0,2107.0,3639.0,4189.0,4396.0,4583.5,3355.0,2273.0
30,1416.0,1509.0,1795.0,1756.0,2243.5,3418.0,3925.5,3951.0,4230.5,3764.5,2528.5
31,1385.0,1486.0,1775.5,1755.5,2286.0,3233.0,3658.0,3866.5,4069.5,3928.5,2641.5
32,1385.0,1470.0,1747.0,1652.5,2241.0,3293.5,3715.5,3957.0,4142.5,3723.5,2461.5
33,1366.0,1293.0,1546.0,1314.5,1896.5,3427.0,3958.0,4204.5,4209.5,2818.0,1918.0
34,1366.0,1346.0,1608.5,1456.5,2043.5,3243.5,3696.5,3738.5,4067.5,3186.0,2217.0
35,1459.5,1531.0,1786.5,1814.0,2349.5,3376.0,3835.0,4048.0,4253.0,3627.0,2574.0
36,1459.5,1563.0,1891.0,1867.0,2458.5,3366.0,3818.0,3910.5,4117.5,3980.0,2841.0
37,1586.0,1639.5,1847.0,1829.0,2362.0,3124.5,3411.0,3569.5,3631.5,3675.5,2910.5
38,1586.0,1892.0,2079.0,2124.0,2450.5,3039.0,3299.0,3331.0,3453.5,3626.0,2964.0
39,1511.5,1549.5,1808.5,1794.5,2258.5,3277.0,3773.5,3840.5,4045.0,3661.5,2540.0
40,1511.5,1442.0,1749.0,1658.0,2233.0,3372.0,3923.5,4190.0,4245.5,3611.5,2415.0
41,1358.0,1331.0,1598.0,1332.0,2021.5,3694.5,4417.0,4556.0,4715.0,3143.5,2053.0
42,1358.0,1275.5,1471.5,1211.0,1879.0,3638.5,4307.0,4430.0,4615.0,2835.0,1865.5
43,1289.5,1260.5,1512.5,1232.5,1877.5,3699.0,4433.5,4611.5,4590.5,2738.0,1803.0
44,1289.5,1271.5,1548.5,1238.0,1894.0,3616.0,4392.0,4792.0,4639.5,2753.0,1804.5
45,1315.5,1295.5,1546.0,1235.5,1843.5,3572.0,4187.0,4505.5,4438.5,2714.5,1806.0
46,1315.5,1311.5,1636.0,1266.5,1939.0,3783.0,4694.0,4958.5,4847.0,2882.0,1883.5
47,1483.0,1364.5,1671.0,1370.5,1981.0,3287.0,3714.5,3892.0,3997.0,2841.0,2007.5
48,1483.0,1350.0,1623.5,1331.0,1979.5,3249.5,3807.5,4034.5,3956.5,2812.0,1974.5
49,1489.5,1368.0,1715.0,1395.5,2062.5,3770.0,4288.5,5024.0,4417.5,2832.0,1931.0
50,1489.5,1325.5,1594.0,1313.0,2002.5,3637.0,4232.0,4320.5,4643.5,2886.0,1923.5
51,1591.5,1524.0,1756.5,1645.0,2344.0,3448.0,3987.0,4473.5,4249.0,3392.0,2566.0
52,1591.5,1480.0,1780.0,1617.5,2334.5,3267.0,3634.5,3790.0,3897.0,3381.0,2606.0
53,1765.5,1791.0,2079.0,1938.0,2538.5,3356.0,3753.0,4154.0,3971.0,3697.5,2878.0
54,1765.5,1888.0,2096.0,2105.0,2488.5,3140.0,3461.0,3336.0,3619.0,3496.0,2960.0
55,1824.5,1870.0,1953.0,1930.0,2465.5,2932.0,3156.0,3197.5,3372.0,3388.5,2859.5
56,1824.5,1750.0,2025.5,2058.0,2561.5,3179.5,3457.0,3908.0,3601.0,3677.0,3039.0
57,1928.0,1893.5,2206.0,2188.0,2801.5,3400.0,3710.0,4234.0,3800.0,3759.5,3204.5
58,1928.0,2092.0,2232.0,2283.0,2492.5,2624.0,2747.0,2558.0,2827.5,3147.0,2867.0
59,1956.5,1679.0,1873.0,1789.0,2271.5,3224.0,3621.0,3490.5,3757.0,3143.5,2640.5
60,1956.5,2062.0,2161.0,2209.0,2419.5,3145.0,3527.0,3205.5,3651.0,3383.0,2895.0
61,1802.0,1914.5,2010.0,2028.0,2363.5,2938.0,3220.0,3331.5,3401.0,3346.0,2821.5
62,1802.0,1958.5,2139.0,2143.0,2346.5,2832.0,3071.0,2929.5,3232.5,3131.5,2694.5
63,1800.5,1426.0,1686.5,1462.0,2143.5,3101.5,3490.5,3410.5,3680.0,3068.5,2373.5
64,1800.5,1841.0,2013.5,1934.0,2306.0,3119.5,3545.5,3659.0,3641.0,3224.5,2554.0
65,2367.5,1687.0,1942.0,1884.5,2360.5,3130.5,3611.0,3986.5,3691.0,3428.0,2852.0
66,2367.5,2520.0,2746.0,2771.0,2839.0,3194.0,3301.5,3226.0,3382.0,3702.0,3243.5
67,3094.0,2898.0,3160.0,3303.0,4091.0,4108.5,4202.0,3621.0,4444.5,4608.0,3939.0
68,3094.0,3690.0,3870.0,3821.0,3968.5,3913.0,4203.5,4698.0,4414.0,4764.0,3919.5
69,3066.0,4061.0,4014.0,4420.0,4979.5,5010.5,4936.0,4707.5,5172.5,5436.5,4031.5
70,3066.0,3901.0,4121.0,4384.0,4668.0,4618.5,4973.0,5422.0,5362.0,6062.5,4692.0
71,2728.5,3594.0,3546.0,3699.0,4278.0,4073.0,4327.0,4154.0,4363.0,5854.5,5699.5
72,2728.5,4103.0,4252.0,4292.0,4391.5,4346.5,4502.0,4882.0,4555.5,5552.0,4919.0
73,2084.0,1998.0,2168.0,2129.0,2328.5,2968.5,3300.5,3571.0,3515.5,3507.5,2945.5
74,2084.0,1938.0,2068.0,2093.0,2335.5,2924.0,3124.0,3587.0,3380.5,3646.0,3182.0
75,1861.0,2285.0,2305.0,2189.0,2693.0,3102.0,3461.5,3996.0,3885.5,4564.5,4383.5
76,1861.0,2106.0,2344.0,2362.0,2676.0,3277.5,3615.0,3592.0,3814.5,3915.5,3425.5
77,1770.5,1679.0,1856.5,1843.0,2409.0,2964.5,3289.0,3307.0,3433.0,3293.0,2739.0
78,1770.5,1714.0,1845.0,1886.0,2360.5,3085.5,3382.5,3379.5,3563.0,3464.0,2885.0
79,1633.5,1529.0,1737.0,1692.5,2266.0,3159.5,3492.0,3832.0,3741.5,3414.5,2630.0
80,1633.5,2019.0,2153.0,2098.0,2330.0,2931.5,3166.0,3332.0,3359.0,3369.5,2797.5
81,1552.5,1531.0,1721.5,1790.5,2034.5,3004.0,3382.5,3477.0,3547.0,2986.0,2384.5
82,1552.5,1505.0,1638.0,1677.5,2082.0,3312.5,3801.5,3832.0,4030.5,3144.0,2340.5
83,1615.0,1719.5,1834.5,1816.0,2413.5,2996.0,3272.5,3154.5,3550.0,3470.0,2796.0
84,1615.0,2078.0,2242.0,2285.0,2517.5,3058.5,3350.5,3138.5,3404.5,3503.0,2934.5
85,1712.0,1664.5,1846.0,1968.0,2297.5,3279.0,3585.0,3395.0,3862.0,3586.5,2637.0
86,1712.0,1803.5,2064.0,2177.0,2460.5,3333.5,3678.5,3940.0,3951.0,3810.0,2955.5
87,1746.5,2122.0,2340.0,2460.0,2618.0,3256.0,3537.5,3592.0,3727.5,3834.5,3175.0
88,1746.5,2112.0,2315.0,2400.0,2552.0,3184.0,3508.0,3639.0,3747.0,3475.0,2816.5
89,1706.5,1588.0,1772.0,1659.0,2265.0,3277.0,3652.5,3922.5,3912.5,3331.0,2536.5
90,1706.5,2097.0,2317.0,2425.0,2533.0,3287.0,3696.5,3867.0,3949.5,3783.0,3020.5
91,1774.0,2055.0,2150.0,2199.0,2381.5,2999.0,3262.0,3750.5,3482.0,3429.5,2750.0
92,1774.0,1932.0,2028.0,2063.0,2459.5,3091.0,3340.0,3239.5,3559.0,3421.0,2824.0
93,1602.0,2045.0,2195.0,2252.0,2314.5,3126.5,3509.0,3595.0,3727.5,3501.0,2698.5
94,1602.0,1284.0,1437.0,1247.0,1815.0,3049.5,3493.5,3617.5,3853.5,2899.5,2018.5
95,1352.0,1281.5,1482.0,1235.0,1755.5,3764.5,4662.0,4882.0,4995.0,2693.5,1727.5
96,1352.0,1256.5,1398.0,1191.0,1779.5,3744.5,4570.5,4387.5,4894.5,2726.5,1777.5
97,1260.5,1242.5,1397.5,1191.0,1648.5,3085.5,3646.0,3637.5,3930.5,2523.5,1726.0
98,1260.5,1258.0,1450.5,1230.0,1739.0,3328.5,3945.5,3985.5,4289.0,2560.5,1702.0
99,1247.5,1238.0,1411.5,1201.5,1734.0,3251.5,3836.0,3794.5,4208.0,2635.5,1737.0
100,1247.5,1231.5,1376.0,1186.5,1718.0,3433.5,4097.0,3931.0,4323.5,2680.0,1750.5
101,1263.0,1262.0,1526.0,1216.0,1818.0,3576.0,4272.5,4421.5,4560.5,2744.0,1771.0
102,1263.0,1263.0,1514.5,1227.5,1818.0,3466.0,4087.5,4313.5,4420.5,2711.0,1769.5
103,1275.0,1360.5,1656.0,1323.0,1926.5,3888.5,4552.5,4760.0,4935.0,2989.5,1937.5
104,1275.0,1335.0,1576.5,1314.5,1917.5,3863.0,4589.5,4668.0,4890.5,2976.5,1941.5
105,1457.0,1382.0,1640.0,1381.5,2107.5,3669.0,4211.0,4283.5,4507.5,3315.5,2337.5
106,1457.0,1953.0,2276.0,2461.0,2675.5,3449.0,3840.5,3766.0,4007.0,3923.5,3243.5
107,1574.0,1796.5,2060.0,2221.0,2686.0,3738.5,4209.0,4174.0,4369.5,3809.5,3155.5
108,1574.0,1706.0,2073.0,2169.0,2723.0,3836.5,4419.0,4451.5,4572.0,3749.5,2968.5
109,1472.0,1462.0,1769.5,1459.0,2178.0,4299.0,5070.5,5274.0,5548.0,3615.0,2242.0
110,1472.0,1428.0,1694.0,1479.0,2151.0,4115.5,4848.0,5016.5,5224.5,3665.0,2351.5
111,1458.0,1507.0,1736.0,1851.0,2294.0,3013.0,3329.0,3558.0,3594.0,4085.0,3205.5
112,1458.0,1574.0,1780.5,1915.5,2265.5,3047.5,3398.5,3427.0,3661.5,4170.0,3267.0
113,1453.0,1579.0,1819.0,1916.5,2310.5,3163.5,3512.5,3573.0,3858.0,4253.5,3371.0
114,1453.0,1477.0,1776.0,1530.0,2268.0,4201.5,5001.0,5066.5,5317.5,3969.0,2468.5
115,1467.0,1474.0,1741.0,1451.0,2236.0,4213.0,5019.0,5325.5,5505.5,3790.5,2450.5
116,1467.0,1475.5,1708.5,1581.0,2206.0,3545.5,4071.0,4548.5,4357.5,3729.0,2657.5
117,1503.0,1475.5,1575.0,1627.5,2114.0,3001.5,3385.0,2843.0,3612.5,3488.0,2604.5
118,1503.0,1443.0,1723.0,1471.5,2255.5,3585.5,4247.5,4388.5,4411.5,3517.5,2386.5
119,1506.5,1538.0,1869.0,1589.0,2295.0,4040.5,4646.0,5092.0,4916.5,3417.0,2274.5
120,1506.5,1506.5,1843.0,1602.5,2224.5,3998.0,4561.5,4750.5,4724.5,3346.5,2243.0
121,1655.5,1411.0,1679.0,1379.0,1994.0,3668.0,4354.5,4362.0,4422.0,2997.0,2078.0
122,1655.5,1420.0,1643.5,1390.0,2169.0,3760.0,4270.0,4296.5,4411.0,3221.5,2353.5
123,1688.0,1819.5,2025.0,1978.0,2461.0,3306.0,3655.5,3854.0,3854.0,3394.0,2865.5
124,1688.0,1638.5,1877.5,1743.5,2490.0,3288.0,3625.0,3783.0,3890.0,3401.5,2878.5
125,1620.5,1637.0,1994.0,1838.0,2503.0,3470.5,3847.0,4396.0,4008.5,3382.5,2725.0
126,1620.5,1507.5,1744.0,1477.0,2275.0,3475.5,3989.0,4134.0,4206.0,3259.5,2345.5
127,1545.0,1547.0,1700.0,1602.0,2328.0,3606.0,4051.5,3830.0,4311.5,3493.0,2485.5
128,1545.0,1905.0,2043.0,2067.5,2510.5,3286.0,3511.5,3096.5,3744.5,3501.5,2788.0
129,1673.5,1824.0,2094.0,2068.0,2567.5,3220.0,3633.0,3714.5,3738.5,3557.5,2813.5
130,1673.5,1739.5,1926.0,1875.0,2245.0,3053.0,3318.0,3840.0,3365.0,3170.5,2520.0
131,1771.0,1815.5,1972.0,1973.0,2532.0,3061.0,3226.0,3226.0,3360.5,3430.0,2970.5
132,1771.0,2279.0,2493.0,2499.0,2797.0,3302.5,3539.5,3551.0,3646.0,3620.5,3087.0
133,1603.0,1774.0,1977.0,1953.5,2152.5,3054.0,3491.5,3694.5,3583.0,3239.0,2563.5
134,1603.0,1404.0,1616.0,1409.0,1963.5,3354.0,4033.0,4572.0,4201.0,2924.0,2036.5
135,1451.5,1394.0,1630.0,1358.5,1904.0,3484.5,4009.0,4813.5,4307.5,2871.5,1948.5
136,1451.5,1359.5,1570.0,1357.0,1918.5,3222.5,3770.0,3790.0,4015.5,2839.0,1904.5
137,1477.5,1390.5,1644.5,1405.0,2045.5,3612.0,4115.5,4157.5,4350.0,3202.5,2150.0
138,1477.5,1526.0,1791.5,1574.0,2184.5,3837.5,4274.5,4606.0,4482.0,3163.0,2122.5
139,1503.0,1359.0,1592.0,1319.5,2127.0,3595.0,4047.5,4028.0,4249.5,2947.5,2017.0
140,1503.0,1412.0,1621.0,1465.5,2264.5,3507.0,3954.5,3862.5,4218.0,3122.5,2286.5
141,1500.5,1965.0,2214.0,2097.0,2390.0,3537.0,3947.0,3876.0,4226.0,3322.5,2493.5
142,1500.5,1670.0,1788.0,1696.0,2010.5,3272.5,3775.0,3832.0,3889.5,2771.0,2016.0
143,1455.5,1292.5,1529.0,1290.5,1963.0,3342.0,3864.0,4021.0,4128.0,2964.0,2075.0
144,1455.5,1303.5,1536.5,1256.0,1907.0,3700.0,4398.5,4571.0,4737.5,2973.0,1932.0
145,1449.0,1362.0,1594.0,1361.5,1902.5,3753.0,4413.0,4606.0,4758.0,3071.5,2068.0
146,1449.0,1325.0,1581.0,1301.0,1860.0,3685.5,4386.0,4417.5,4814.0,2976.5,1974.5
147,1363.5,1268.0,1456.5,1223.5,1774.5,3446.5,4111.5,4133.5,4360.5,2689.5,1781.0
148,1363.5,1242.5,1446.5,1195.0,1767.5,3558.5,4270.5,4532.5,4485.0,2703.0,1785.5
149,1286.0,1308.0,1536.0,1263.0,1915.5,3900.0,4553.5,5011.5,4875.0,2837.0,1823.0
150,1483.0,1807.0,1916.0,1861.0,2264.0,3288.5,3661.5,3444.0,3923.0,3277.5,2435.0
151,1483.0,1651.5,1871.0,1845.5,2156.5,3062.5,3508.5,3797.0,3706.0,3236.0,2486.5
152,1483.0,1524.0,1624.5,1568.0,1980.0,2808.5,3116.0,3050.0,3376.5,3124.0,2378.0
153,1392.0,1450.5,1714.0,1663.0,2144.0,3358.5,3855.5,3776.5,4059.0,3686.0,2496.5
154,1392.0,1313.0,1495.0,1319.5,2022.5,3217.0,3661.0,3424.5,3996.5,3225.5,2156.5
155,1305.0,1284.5,1483.5,1258.5,1790.5,3203.0,3744.5,3807.0,3998.0,2696.5,1832.0
156,1305.0,1303.0,1515.5,1297.5,1854.5,3230.0,3768.0,3906.5,3997.5,2965.5,1964.0
157,1370.0,1421.0,1704.0,1569.0,2225.0,3550.0,4078.5,4310.0,4401.0,3815.5,2608.5
158,1370.0,1465.5,1803.0,1678.0,2277.5,3616.5,4107.0,4299.5,4427.5,3852.5,2620.0
159,1376.5,1441.0,1777.0,1588.5,2206.5,3814.5,4435.0,4616.0,4752.0,3543.5,2317.0
160,1376.5,1279.0,1504.5,1257.5,1957.0,3456.5,4130.5,4128.0,4457.5,3034.5,2038.0
161,1296.5,1275.5,1471.5,1239.5,1787.5,3632.0,4488.5,4818.0,4781.0,2765.5,1801.5
162,1304.0,1249.0,1420.0,1225.5,1812.5,3384.0,3985.5,3970.0,4225.0,2668.0,1768.0
163,1304.0,1301.0,1525.0,1268.0,1853.0,3418.5,3995.0,4122.5,4252.5,2630.5,1794.0
164,1304.0,1386.0,1634.0,1409.0,1887.0,3382.0,3909.5,4292.0,4177.0,2889.0,1984.5
165,1391.0,1460.5,1753.0,1534.0,2133.5,3653.0,4214.5,4423.0,4524.5,3723.5,2483.5
166,1391.0,1445.5,1671.0,1476.0,2108.5,3662.0,4211.5,4287.5,4545.0,3635.5,2430.0
167,1422.0,1409.0,1666.5,1482.5,2123.5,3594.5,4103.5,4073.0,4403.5,3619.0,2397.5
168,1422.0,1398.0,1659.0,1455.0,2170.0,3829.0,4492.0,4726.0,4806.5,3632.0,2392.0
169,1423.0,1490.5,1763.5,1621.0,2251.5,3632.0,4089.0,4322.0,4422.5,3685.0,2542.0
170,1423.0,1449.5,1727.0,1571.5,2088.5,3448.5,3991.5,4028.5,4262.5,3372.0,2379.0
171,1473.0,1295.0,1505.0,1268.5,1975.0,3789.5,4622.0,5156.5,4880.0,3234.0,2153.0
172,1473.0,1628.0,1720.5,1703.0,1978.0,2890.0,3363.0,2674.0,3569.5,3104.0,2265.0
173,1477.0,1472.5,1711.0,1514.5,2200.0,3625.5,4195.5,3891.0,4433.0,3226.0,2306.0
174,1477.0,1319.0,1488.0,1287.5,1908.0,3424.5,4084.5,3858.0,4267.5,2853.5,1985.5
175,1400.5,1328.5,1575.0,1310.5,1962.0,3539.0,4348.0,4228.5,4570.5,3079.5,2076.0
176,1400.5,1409.5,1661.0,1451.0,2029.0,3587.0,4408.0,4898.5,4808.0,3346.5,2247.0
177,1407.0,1285.5,1453.0,1278.0,1690.0,3200.5,3790.5,3801.0,4026.0,2569.0,1765.0
178,1407.0,1387.5,1640.0,1407.5,1915.0,3712.5,4337.5,4646.5,4669.5,3025.0,2038.5
179,1416.0,1522.0,1823.0,1682.0,2337.0,3524.5,4021.0,4222.0,4373.0,3943.5,2616.5
180,1442.0,1521.0,1792.5,1782.0,2346.0,3400.5,3841.0,3948.0,4273.5,3927.5,2650.0
181,1398.0,1457.5,1735.0,1619.5,2107.0,3489.5,4030.0,4304.5,4353.5,3376.0,2282.5
182,1398.0,1278.5,1483.0,1296.0,1952.5,3314.5,3835.5,3653.0,4086.5,3032.0,2074.5
183,1385.5,1369.5,1603.0,1460.5,2152.5,3285.0,3714.5,3813.0,4132.5,3422.5,2295.0
184,1385.5,1505.0,1754.5,1758.0,2316.0,3343.5,3748.5,4026.0,4176.0,3735.5,2530.5
185,1410.0,1528.0,1780.0,1859.0,2251.0,3202.0,3653.5,3953.5,4016.5,3739.0,2542.0
186,1410.0,1495.0,1715.5,1745.0,2185.5,3135.0,3591.0,3646.5,3849.0,3753.0,2482.5
187,1428.0,1483.0,1717.5,1790.0,2291.0,3200.5,3579.5,3719.5,3992.5,3812.5,2587.0
188,1428.0,1566.5,1884.0,1846.5,2362.5,3302.5,3768.5,3865.0,4213.0,3825.0,2632.5
189,1353.0,1374.5,1633.5,1500.0,2064.5,3351.5,3909.5,3737.5,4264.5,3281.5,2155.5
190,1353.0,1310.0,1558.0,1327.0,1891.5,3506.0,4230.0,4468.5,4593.5,2921.5,1922.5
191,1283.5,1295.0,1523.0,1256.0,1848.0,3698.5,4367.5,4549.5,4627.5,2663.0,1781.0
192,1283.5,1281.5,1529.5,1240.0,1864.0,3587.0,4295.0,4573.0,4601.0,2723.5,1790.0
193,1268.5,1269.5,1487.0,1221.0,1837.0,3498.0,4278.0,4172.0,4446.5,2625.0,1758.0
194,1268.5,1280.0,1534.5,1222.0,1881.0,3554.0,4168.0,4266.5,4362.0,2697.0,1788.0
195,1629.0,1299.5,1582.5,1266.0,2002.0,3983.0,4725.5,4797.5,5014.5,2972.5,1931.5
196,1629.0,1341.0,1591.5,1338.5,1984.5,3829.0,4579.5,4421.0,4813.0,3021.0,1962.5
197,2091.5,2414.0,2641.0,2732.0,3017.5,3336.5,3506.5,3523.5,3638.5,3990.5,3495.5
198,2091.5,1953.0,2150.0,2147.0,2785.0,3160.0,3389.0,3455.0,3526.0,3878.5,3326.0
199,1710.0,1335.0,1595.0,1305.0,2073.5,4117.5,4874.5,4797.5,5139.5,3070.5,2047.0
200,1710.0,1417.0,1696.5,1432.0,2090.5,3954.0,4545.5,5018.0,4739.5,2979.5,1962.5
201,1478.0,1673.0,1863.0,1787.0,2283.5,3317.5,3712.0,3688.0,4009.5,3277.0,2443.0
202,1478.0,1399.0,1619.5,1473.0,2182.0,3461.5,4037.0,4122.0,4255.0,3338.0,2402.5
203,1685.5,1921.0,2139.0,2254.0,2632.0,3453.5,3868.5,3925.5,4078.5,3866.5,3129.0
204,1685.5,1588.0,1776.0,1804.5,2430.5,3193.5,3611.0,3726.0,3885.0,3880.0,3333.5
205,1797.5,1617.0,1876.0,1889.0,2565.5,3179.0,3500.5,3887.5,3636.5,3601.0,3027.0
206,1797.5,1953.0,2125.0,2051.0,2472.5,3016.5,3309.0,3383.0,3544.0,3914.0,3359.5
207,1912.5,2253.0,2481.0,2443.0,2886.5,3286.0,3532.0,3697.0,3606.0,3750.5,3519.0
208,1912.5,2209.0,2359.0,2454.0,2675.5,2862.5,2962.5,2865.0,3058.5,3375.0,3097.0
209,2000.0,1805.0,1955.0,1939.0,2363.5,3127.0,3326.0,3228.0,3650.0,3322.5,2881.0
210,2000.0,2030.0,2090.0,2272.0,2700.0,3349.5,3557.0,3360.5,3887.5,3535.5,3305.5
211,1903.0,1877.5,2087.0,2092.0,2470.5,3135.0,3467.0,3815.0,3726.0,3366.5,3004.0
212,1903.0,1930.0,2105.0,2078.0,2398.5,2958.0,3254.0,3329.0,3473.5,3332.5,2965.0
213,1774.0,1718.5,2033.0,2017.0,2562.0,3262.5,3506.5,4046.0,3723.5,3692.0,2984.0
214,1774.0,1795.0,2059.0,1934.5,2508.5,3151.0,3537.0,3742.0,3681.5,3599.0,2898.0
215,2004.0,1771.0,1963.0,1936.0,2357.5,3182.5,3578.5,3615.0,3808.0,3270.5,2633.0
216,2004.0,2069.0,2293.0,2347.0,2418.0,2946.5,3160.5,2767.5,3364.5,3466.0,3073.0
217,2902.0,4336.0,4520.0,4400.0,4296.0,4620.5,4673.0,5352.5,5018.0,5170.5,4098.5
218,2902.0,4650.0,4744.0,4834.0,4387.0,4405.0,4417.0,5414.0,4735.0,5254.5,4029.0
219,3710.5,4172.0,4218.0,4596.0,5231.0,5098.5,5279.5,5038.0,5506.5,6046.5,4260.5
220,3710.5,4338.0,4540.0,4888.0,5449.5,5466.5,5748.5,5676.0,6055.0,6683.0,4754.5
221,3144.5,3360.0,3472.0,3700.0,4479.0,4416.5,4674.5,4744.5,4953.5,5727.5,4321.0
222,3144.5,3897.0,4286.0,4252.0,4189.0,4246.5,4513.5,4762.0,4623.0,5039.5,3810.0
223,2203.0,1874.5,1933.0,1913.0,2415.5,3130.5,3568.0,3540.0,3714.5,3399.5,2817.5
224,2203.0,1761.5,1870.0,1889.0,2280.5,3104.0,3333.5,2965.5,3471.0,3344.0,2708.5
225,1838.5,2312.0,2524.0,2632.0,2581.0,2912.0,3132.5,3321.5,3224.5,3268.0,2790.0
226,1838.5,1764.5,2039.0,1947.0,2345.0,3187.0,3485.5,4207.0,3680.5,3308.5,2651.5
227,1752.0,1636.0,1728.5,1722.0,2237.5,2962.0,3410.5,3014.0,3547.0,3094.5,2526.5
228,1752.0,2269.0,2439.0,2497.0,2536.5,3232.0,3445.5,3630.0,3549.5,3293.0,2844.5
229,1698.5,1653.0,1850.5,1815.0,2314.0,3182.0,3568.0,3613.0,3692.5,3426.0,2674.5
230,1698.5,1617.0,1837.0,1814.0,2261.0,3340.0,3738.0,3853.5,3949.5,3549.0,2623.5
231,1648.5,1922.5,2143.0,2279.0,2300.0,3048.0,3355.0,3401.5,3381.5,3179.0,2579.5
232,1648.5,1499.5,1643.0,1532.5,2142.0,3023.5,3317.0,3283.5,3637.5,3064.5,2348.0
233,1681.5,1411.5,1569.5,1489.5,2160.5,3066.5,3480.5,3954.0,3667.0,3185.0,2489.5
234,1681.5,2065.0,2211.0,2278.0,2432.0,3138.0,3455.5,3366.5,3644.5,3363.0,2802.5
235,1736.0,2077.0,2195.0,2243.0,2429.0,3178.0,3513.0,3413.0,3665.0,3578.5,2875.0
236,1736.0,1867.0,1961.0,1945.5,2315.5,2985.0,3235.5,2930.5,3375.5,3380.5,2797.0
237,1786.0,1835.0,1996.0,2080.0,2337.0,2791.0,3021.5,3141.0,3198.5,3430.5,2873.5
238,1786.0,2173.0,2407.0,2451.0,2610.0,3275.5,3553.5,3797.5,3642.5,3673.5,2997.0
239,1739.0,1603.5,1800.0,1796.0,2297.0,2990.0,3339.0,3600.0,3559.5,3409.0,2670.5
240,1739.0,1864.5,2043.0,2074.0,2345.0,3043.5,3347.0,3552.0,3727.5,3644.0,2856.0
241,1774.0,2174.0,2430.0,2398.0,2596.0,3234.0,3553.5,3791.0,3667.5,3591.0,2985.0
242,1774.0,1729.5,1920.5,1985.0,2555.0,3334.0,3725.0,3886.5,3893.5,3828.0,3116.0
243,1602.0,1512.0,1773.5,1668.0,2294.5,3389.0,3854.0,4131.5,4133.5,3900.0,2811.0
244,1602.0,1338.5,1487.0,1341.0,1935.5,3087.5,3634.0,3669.5,3954.5,3204.0,2205.5
