,Longitude,Latitude,Natural Elevation
15476,-73.981,40.607,19.964
15477,-73.981,40.608,21.088
15478,-73.981,40.609,24.4585
15479,-73.981,40.61,28.624
15480,-73.981,40.611,30.601
15481,-73.981,40.612,32.4995
15482,-73.981,40.613,33.49
15483,-73.981,40.614,33.336
15484,-73.981,40.615,32.373
15485,-73.981,40.616,31.019
15486,-73.981,40.617,31.8185
15487,-73.981,40.618,32.8315
15488,-73.981,40.619,34.7905
15489,-73.981,40.62,34.366
15490,-73.981,40.621,34.138000000000005
15491,-73.981,40.623,41.908
15492,-73.981,40.624,43.181
15493,-73.981,40.625,45.5105
15494,-73.981,40.626,46.6455
15495,-73.981,40.627,49.5935
15496,-73.981,40.628,49.278999999999996
15497,-73.981,40.629,50.968
15498,-73.981,40.63,49.917500000000004
15499,-73.981,40.631,47.344
15500,-73.981,40.632,51.643
15501,-73.981,40.633,53.843
15502,-73.981,40.634,54.174
15503,-73.981,40.635,55.836
15504,-73.981,40.636,53.4995
15505,-73.981,40.637,47.685
15506,-73.981,40.638,44.796
15507,-73.981,40.639,46.202
15508,-73.981,40.64,49.322500000000005
15509,-73.981,40.641,52.192
15510,-73.981,40.642,55.258
15511,-73.981,40.643,58.492
15512,-73.981,40.644,60.324
15513,-73.981,40.645,59.3285
15514,-73.981,40.646,59.61
15515,-73.981,40.647,61.366
15516,-73.981,40.65,77.725
15517,-73.981,40.651,85.8395
15518,-73.981,40.652,93.213
15519,-73.981,40.653,107.465
15520,-73.981,40.654,118.301
15521,-73.981,40.655,135.954
15522,-73.981,40.657,164.1885
15523,-73.981,40.658,168.2025
15524,-73.981,40.659,167.55849999999998
15525,-73.981,40.66,160.26600000000002
15526,-73.981,40.661,154.402
15527,-73.981,40.662,154.24
15528,-73.981,40.663,154.291
15529,-73.981,40.664,147.604
15530,-73.981,40.665,135.4905
15531,-73.981,40.666,127.582
15532,-73.981,40.667,120.05199999999999
15533,-73.981,40.668,112.814
15534,-73.981,40.669,96.844
15535,-73.981,40.67,84.222
15536,-73.981,40.671,67.255
15537,-73.981,40.672,62.474999999999994
15538,-73.981,40.673,63.855
15539,-73.981,40.674,61.475
15540,-73.981,40.675,57.101
15541,-73.981,40.676,51.48650000000001
15542,-73.981,40.677,40.253
15543,-73.981,40.678,31.317
15544,-73.981,40.679,30.048000000000002
15545,-73.981,40.68,29.2535
15546,-73.981,40.681,26.312
15547,-73.981,40.682,24.5485
15548,-73.981,40.683,24.5995
15549,-73.981,40.684,30.8445
15550,-73.981,40.685,36.99
15551,-73.981,40.686,40.2625
15552,-73.981,40.687,40.045500000000004
15553,-73.981,40.688,38.399
15554,-73.981,40.689,32.245000000000005
15555,-73.981,40.69,29.096
15556,-73.981,40.691,37.257
15557,-73.981,40.692,40.054
15558,-73.981,40.693,32.6835
15559,-73.981,40.694,26.472
15560,-73.981,40.695,19.34
15561,-73.981,40.696,14.269
15562,-73.981,40.698,10.181
15563,-73.981,40.699,13.267
15564,-73.981,40.7,12.14
15565,-73.981,40.702,38.9225
15566,-73.981,40.703,33.25
15567,-73.981,40.705,0.0
15568,-73.981,40.706,0.0
15569,-73.981,40.711,10.001
15570,-73.981,40.712,13.988
15571,-73.981,40.713,21.9825
15572,-73.981,40.714,28.231
15573,-73.981,40.715,12.622
15574,-73.981,40.717,14.0295
15575,-73.981,40.718,8.1385
15576,-73.981,40.72,16.8315
15577,-73.981,40.721,16.492
15578,-73.981,40.722,16.474
15579,-73.981,40.723,11.942
15580,-73.981,40.724,11.236
15581,-73.981,40.725,12.1265
15582,-73.981,40.727,12.716000000000001
15583,-73.981,40.728,14.756
15584,-73.981,40.729,16.612
15585,-73.981,40.73,18.095
15586,-73.981,40.731,18.7
15587,-73.981,40.734,15.896
15588,-73.981,40.735,17.273
15589,-73.981,40.736,17.395
15590,-73.981,40.737,17.9615
15591,-73.981,40.738,21.493
15592,-73.981,40.739,28.105
15593,-73.981,40.74,33.644
15594,-73.981,40.741,39.463
15595,-73.981,40.742,41.514
15596,-73.981,40.743,33.213499999999996
15597,-73.981,40.744,31.9965
15598,-73.981,40.745,31.2455
15599,-73.981,40.746,36.498
15600,-73.981,40.747,67.366
15601,-73.981,40.748,68.9705
15602,-73.981,40.749,79.07249999999999
15603,-73.981,40.75,79.269
15604,-73.981,40.751,82.687
15605,-73.981,40.752,80.993
15606,-73.981,40.753,73.465
15607,-73.981,40.754,72.232
15608,-73.981,40.755,67.2645
15609,-73.981,40.756,65.201
15610,-73.981,40.757,63.251
15611,-73.981,40.758,60.786
15612,-73.981,40.759,60.496
15613,-73.981,40.761,62.312
15614,-73.981,40.762,66.331
15615,-73.981,40.763,72.766
15616,-73.981,40.764,78.38550000000001
15617,-73.981,40.765,76.6115
15618,-73.981,40.766,81.564
15619,-73.981,40.767,80.4025
15620,-73.981,40.77,78.0895
15621,-73.981,40.771,78.202
15622,-73.981,40.772,79.944
15623,-73.981,40.773,79.145
15624,-73.981,40.774,78.129
15625,-73.981,40.775,81.672
15626,-73.981,40.776,79.054
15627,-73.981,40.777,81.06299999999999
15628,-73.981,40.778,77.422
15629,-73.981,40.779,76.0475
15630,-73.981,40.78,74.796
15631,-73.981,40.781,77.65100000000001
15632,-73.981,40.782,78.71549999999999
15633,-73.981,40.783,77.043
15634,-73.981,40.784,67.611
15635,-73.981,40.785,53.083
15636,-73.981,40.786,49.673500000000004
15637,-73.981,40.787,53.044
15638,-73.981,40.788,61.2595
15639,-73.981,40.789,67.099
15640,-73.98,40.573,0.0
15641,-73.98,40.575,6.84
15642,-73.98,40.576,6.3
15643,-73.98,40.577,8.0155
15644,-73.98,40.578,8.218
15645,-73.98,40.579,6.96
15646,-73.98,40.58,6.541
15647,-73.98,40.584,0.0
15648,-73.98,40.59,10.499
15649,-73.98,40.591,0.0
15650,-73.98,40.592,7.1425
15651,-73.98,40.593,7.235
15652,-73.98,40.594,14.485
15653,-73.98,40.595,15.377
15654,-73.98,40.596,17.842
15655,-73.98,40.597,18.809
15656,-73.98,40.598,20.6045
15657,-73.98,40.599,22.106
15658,-73.98,40.6,23.363
15659,-73.98,40.601,20.771
15660,-73.98,40.602,18.4665
15661,-73.98,40.603,19.82
15662,-73.98,40.604,24.236
15663,-73.98,40.605,23.2735
15664,-73.98,40.606,20.399
15665,-73.98,40.607,22.356
15666,-73.98,40.608,23.130000000000003
15667,-73.98,40.609,27.782
15668,-73.98,40.61,30.2565
15669,-73.98,40.611,32.366
15670,-73.98,40.612,33.541
15671,-73.98,40.613,35.429
15672,-73.98,40.614,33.817499999999995
15673,-73.98,40.615,30.605
15674,-73.98,40.616,27.766
15675,-73.98,40.617,29.215
15676,-73.98,40.618,30.048000000000002
15677,-73.98,40.619,32.971
15678,-73.98,40.62,34.0985
15679,-73.98,40.621,34.099000000000004
15680,-73.98,40.623,40.042
15681,-73.98,40.624,43.522
15682,-73.98,40.625,45.464
15683,-73.98,40.626,45.561
15684,-73.98,40.627,50.445
15685,-73.98,40.628,49.955
15686,-73.98,40.629,50.281
15687,-73.98,40.63,48.209
15688,-73.98,40.631,50.3125
15689,-73.98,40.632,49.553
15690,-73.98,40.633,52.894999999999996
15691,-73.98,40.634,54.8975
15692,-73.98,40.635,51.771
15693,-73.98,40.636,48.865
15694,-73.98,40.637,46.486999999999995
15695,-73.98,40.638,44.289500000000004
15696,-73.98,40.639,46.128
15697,-73.98,40.64,48.29600000000001
15698,-73.98,40.641,49.82
15699,-73.98,40.642,54.859
15700,-73.98,40.643,57.968
15701,-73.98,40.644,59.732
15702,-73.98,40.645,59.45
15703,-73.98,40.646,59.726
15704,-73.98,40.647,61.539
15705,-73.98,40.648,60.007000000000005
15706,-73.98,40.649,63.6
15707,-73.98,40.65,66.7465
15708,-73.98,40.651,74.907
15709,-73.98,40.652,87.168
15710,-73.98,40.653,99.3065
15711,-73.98,40.654,117.008
15712,-73.98,40.655,133.169
15713,-73.98,40.656,148.9525
15714,-73.98,40.657,157.558
15715,-73.98,40.658,159.833
15716,-73.98,40.659,160.4145
15717,-73.98,40.66,156.3785
15718,-73.98,40.661,153.902
15719,-73.98,40.662,150.41649999999998
15720,-73.98,40.663,152.746
15721,-73.98,40.664,147.13049999999998
15722,-73.98,40.665,141.60750000000002
15723,-73.98,40.666,133.363
15724,-73.98,40.667,127.369
15725,-73.98,40.668,119.4265
15726,-73.98,40.669,101.287
15727,-73.98,40.67,89.05449999999999
15728,-73.98,40.671,76.467
15729,-73.98,40.672,71.658
15730,-73.98,40.673,71.3005
15731,-73.98,40.674,68.846
15732,-73.98,40.675,64.581
15733,-73.98,40.676,55.6115
15734,-73.98,40.677,47.5085
15735,-73.98,40.678,38.5965
15736,-73.98,40.679,34.952
15737,-73.98,40.68,34.696
15738,-73.98,40.681,28.998
15739,-73.98,40.682,28.127499999999998
15740,-73.98,40.683,30.197499999999998
15741,-73.98,40.684,37.650999999999996
15742,-73.98,40.685,40.711
15743,-73.98,40.686,39.827
15744,-73.98,40.687,40.037499999999994
15745,-73.98,40.688,33.157
15746,-73.98,40.69,27.674
15747,-73.98,40.691,0.0
15748,-73.98,40.692,36.2815
15749,-73.98,40.693,25.46
15750,-73.98,40.694,20.444
15751,-73.98,40.695,17.1405
15752,-73.98,40.696,15.086
15753,-73.98,40.702,21.9265
15754,-73.98,40.703,34.055
15755,-73.98,40.705,31.51
15756,-73.98,40.712,18.11
15757,-73.98,40.713,18.623
15758,-73.98,40.714,20.568
15759,-73.98,40.715,13.6375
15760,-73.98,40.717,13.351
15761,-73.98,40.718,7.842
15762,-73.98,40.719,12.602
15763,-73.98,40.72,0.0
15764,-73.98,40.721,15.004000000000001
15765,-73.98,40.722,13.71
15766,-73.98,40.723,11.806
15767,-73.98,40.724,10.3645
15768,-73.98,40.725,10.719
15769,-73.98,40.726,11.237
15770,-73.98,40.727,12.653
15771,-73.98,40.728,13.4745
15772,-73.98,40.729,15.377
15773,-73.98,40.73,17.834
15774,-73.98,40.735,15.314499999999999
15775,-73.98,40.736,14.187000000000001
15776,-73.98,40.737,16.186
15777,-73.98,40.738,18.2045
15778,-73.98,40.739,26.945
15779,-73.98,40.74,32.538
15780,-73.98,40.741,39.483000000000004
15781,-73.98,40.742,39.525999999999996
15782,-73.98,40.743,36.347
15783,-73.98,40.744,32.962
15784,-73.98,40.745,27.731
15785,-73.98,40.746,38.818
15786,-73.98,40.747,58.0515
15787,-73.98,40.748,66.09299999999999
15788,-73.98,40.749,78.471
15789,-73.98,40.75,77.046
15790,-73.98,40.751,80.663
15791,-73.98,40.752,79.8135
15792,-73.98,40.753,71.333
15793,-73.98,40.754,68.70400000000001
15794,-73.98,40.755,63.833
15795,-73.98,40.756,64.764
15796,-73.98,40.757,64.2345
15797,-73.98,40.758,64.75399999999999
15798,-73.98,40.759,62.457
15799,-73.98,40.76,62.9765
15800,-73.98,40.762,65.6395
15801,-73.98,40.763,71.018
15802,-73.98,40.764,74.053
15803,-73.98,40.765,78.884
15804,-73.98,40.766,83.6135
15805,-73.98,40.767,82.8035
15806,-73.98,40.771,75.878
15807,-73.98,40.772,78.3545
15808,-73.98,40.773,80.85249999999999
15809,-73.98,40.774,80.651
15810,-73.98,40.775,82.0325
15811,-73.98,40.776,85.293
15812,-73.98,40.777,85.511
15813,-73.98,40.778,80.2885
15814,-73.98,40.779,75.895
15815,-73.98,40.78,75.56299999999999
15816,-73.98,40.781,78.163
15817,-73.98,40.782,79.904
15818,-73.98,40.783,75.199
15819,-73.98,40.784,71.661
15820,-73.98,40.785,67.5035
15821,-73.98,40.786,55.892
15822,-73.98,40.787,56.1105
15823,-73.98,40.788,60.4055
15824,-73.98,40.789,68.083
15825,-73.98,40.79,74.183
15826,-73.979,40.573,0.0
15827,-73.979,40.574,0.0
15828,-73.979,40.575,0.0
15829,-73.979,40.576,6.130000000000001
15830,-73.979,40.577,9.561
15831,-73.979,40.579,8.698
15832,-73.979,40.58,5.57
15833,-73.979,40.585,0.0
15834,-73.979,40.589,0.0
15835,-73.979,40.59,11.720500000000001
15836,-73.979,40.591,6.6255
15837,-73.979,40.592,8.827
15838,-73.979,40.593,18.514
15839,-73.979,40.594,17.341
15840,-73.979,40.595,17.1365
15841,-73.979,40.596,20.442
15842,-73.979,40.597,21.2335
15843,-73.979,40.598,21.67
15844,-73.979,40.599,22.749499999999998
15845,-73.979,40.6,21.912
15846,-73.979,40.601,21.700499999999998
15847,-73.979,40.602,23.724
15848,-73.979,40.603,24.055
15849,-73.979,40.604,25.6
15850,-73.979,40.605,25.404
15851,-73.979,40.606,22.656
15852,-73.979,40.607,24.697499999999998
15853,-73.979,40.608,24.716
15854,-73.979,40.609,29.693
15855,-73.979,40.61,30.65
15856,-73.979,40.611,31.5855
15857,-73.979,40.612,34.371
15858,-73.979,40.613,34.969
15859,-73.979,40.614,32.563
15860,-73.979,40.615,30.839
15861,-73.979,40.616,27.355
15862,-73.979,40.617,27.371499999999997
15863,-73.979,40.618,29.78
15864,-73.979,40.619,31.7105
15865,-73.979,40.62,33.884
15866,-73.979,40.623,41.319
15867,-73.979,40.624,41.29
15868,-73.979,40.625,45.601
15869,-73.979,40.626,46.7445
15870,-73.979,40.627,51.272999999999996
15871,-73.979,40.628,48.821
15872,-73.979,40.629,50.011
15873,-73.979,40.63,47.664
15874,-73.979,40.631,47.87
15875,-73.979,40.632,48.704
15876,-73.979,40.633,50.908
15877,-73.979,40.634,51.728
15878,-73.979,40.635,51.09
15879,-73.979,40.636,47.98350000000001
15880,-73.979,40.637,44.316
15881,-73.979,40.638,42.894
15882,-73.979,40.639,43.486999999999995
15883,-73.979,40.64,49.064
15884,-73.979,40.641,51.2195
15885,-73.979,40.642,52.019999999999996
15886,-73.979,40.643,56.544
15887,-73.979,40.644,52.374
15888,-73.979,40.645,57.6545
15889,-73.979,40.646,58.746
15890,-73.979,40.647,59.251
15891,-73.979,40.648,58.6635
15892,-73.979,40.649,59.396
15893,-73.979,40.65,62.533
15894,-73.979,40.651,68.823
15895,-73.979,40.652,77.613
15896,-73.979,40.653,90.102
15897,-73.979,40.654,107.73949999999999
15898,-73.979,40.655,130.37
15899,-73.979,40.656,140.64600000000002
15900,-73.979,40.657,144.968
15901,-73.979,40.658,153.03
15902,-73.979,40.659,152.897
15903,-73.979,40.66,150.838
15904,-73.979,40.662,148.1555
15905,-73.979,40.663,151.072
15906,-73.979,40.664,149.3655
15907,-73.979,40.665,145.5875
15908,-73.979,40.666,137.368
15909,-73.979,40.667,134.2115
15910,-73.979,40.668,115.078
15911,-73.979,40.669,99.936
15912,-73.979,40.67,94.723
15913,-73.979,40.671,82.825
15914,-73.979,40.672,76.809
15915,-73.979,40.673,79.069
15916,-73.979,40.674,76.126
15917,-73.979,40.675,68.7345
15918,-73.979,40.676,60.174499999999995
15919,-73.979,40.677,50.8705
15920,-73.979,40.678,44.269999999999996
15921,-73.979,40.679,41.3425
15922,-73.979,40.68,35.238
15923,-73.979,40.681,31.753999999999998
15924,-73.979,40.682,30.738
15925,-73.979,40.683,35.9045
15926,-73.979,40.684,39.357
15927,-73.979,40.685,42.045
15928,-73.979,40.687,35.2295
15929,-73.979,40.688,33.08
15930,-73.979,40.689,31.161
15931,-73.979,40.69,29.491
15932,-73.979,40.691,31.74
15933,-73.979,40.692,27.2975
15934,-73.979,40.693,27.082
15935,-73.979,40.694,23.4585
15936,-73.979,40.695,21.195
15937,-73.979,40.696,16.375
15938,-73.979,40.698,0.0
15939,-73.979,40.699,11.411
15940,-73.979,40.704,0.0
15941,-73.979,40.713,17.117
15942,-73.979,40.714,15.471
15943,-73.979,40.715,10.806
15944,-73.979,40.716,12.789
15945,-73.979,40.717,11.665
15946,-73.979,40.718,10.526
15947,-73.979,40.719,10.5115
15948,-73.979,40.72,11.049
15949,-73.979,40.721,12.654
15950,-73.979,40.722,11.2055
15951,-73.979,40.723,8.588
15952,-73.979,40.724,9.093
15953,-73.979,40.725,9.096
15954,-73.979,40.726,9.907
15955,-73.979,40.727,10.997
15956,-73.979,40.728,13.246500000000001
15957,-73.979,40.729,13.975
15958,-73.979,40.73,14.4225
15959,-73.979,40.736,13.5245
15960,-73.979,40.737,14.341
15961,-73.979,40.738,19.433
15962,-73.979,40.739,21.4675
15963,-73.979,40.741,34.4885
15964,-73.979,40.742,35.992
15965,-73.979,40.743,33.902
15966,-73.979,40.744,29.941499999999998
15967,-73.979,40.745,27.448
15968,-73.979,40.746,31.7885
15969,-73.979,40.747,50.198
15970,-73.979,40.748,65.3395
15971,-73.979,40.749,70.979
15972,-73.979,40.75,72.225
15973,-73.979,40.751,75.3635
15974,-73.979,40.752,72.7985
15975,-73.979,40.753,63.607
15976,-73.979,40.754,62.409
15977,-73.979,40.755,62.706
15978,-73.979,40.756,63.182
15979,-73.979,40.757,68.113
15980,-73.979,40.758,68.768
15981,-73.979,40.76,64.744
15982,-73.979,40.761,63.344
15983,-73.979,40.763,65.5735
15984,-73.979,40.764,68.298
15985,-73.979,40.765,73.92150000000001
15986,-73.979,40.766,76.774
15987,-73.979,40.772,76.542
15988,-73.979,40.773,80.394
15989,-73.979,40.774,81.891
15990,-73.979,40.775,83.6635
15991,-73.979,40.776,85.356
15992,-73.979,40.777,88.578
15993,-73.979,40.778,83.12
15994,-73.979,40.779,81.306
15995,-73.979,40.78,77.3125
15996,-73.979,40.781,81.915
15997,-73.979,40.782,78.7985
15998,-73.979,40.783,74.529
15999,-73.979,40.784,71.37700000000001
16000,-73.979,40.785,68.1275
16001,-73.979,40.786,59.874
16002,-73.979,40.787,59.818
16003,-73.979,40.788,63.299
16004,-73.979,40.789,68.015
16005,-73.979,40.79,73.136
16006,-73.979,40.791,77.517
16007,-73.979,40.792,80.096
16008,-73.978,40.573,0.0
16009,-73.978,40.574,0.0
16010,-73.978,40.575,6.776
16011,-73.978,40.576,6.23
16012,-73.978,40.578,7.946
16013,-73.978,40.579,0.0
16014,-73.978,40.588,0.0
16015,-73.978,40.59,0.0
16016,-73.978,40.591,8.73
16017,-73.978,40.592,17.858
16018,-73.978,40.593,20.69
16019,-73.978,40.594,19.361
16020,-73.978,40.595,19.397
16021,-73.978,40.596,20.387
16022,-73.978,40.597,20.655
16023,-73.978,40.598,19.2105
16024,-73.978,40.599,21.733
16025,-73.978,40.6,20.1025
16026,-73.978,40.601,22.0565
16027,-73.978,40.602,23.707
16028,-73.978,40.603,24.5695
16029,-73.978,40.604,26.462
16030,-73.978,40.605,25.747
16031,-73.978,40.606,24.77
16032,-73.978,40.607,27.108
16033,-73.978,40.608,26.571
16034,-73.978,40.609,30.379
16035,-73.978,40.61,31.292
16036,-73.978,40.611,32.517
16037,-73.978,40.612,34.292
16038,-73.978,40.613,33.6815
16039,-73.978,40.614,31.9
16040,-73.978,40.615,31.1065
16041,-73.978,40.616,27.4795
16042,-73.978,40.617,25.943
16043,-73.978,40.618,29.887
16044,-73.978,40.619,30.189
16045,-73.978,40.62,30.78
16046,-73.978,40.622,17.8215
16047,-73.978,40.623,39.828
16048,-73.978,40.624,40.432
16049,-73.978,40.625,44.261
16050,-73.978,40.626,45.459
16051,-73.978,40.627,44.938500000000005
16052,-73.978,40.628,47.521
16053,-73.978,40.629,47.133
16054,-73.978,40.63,47.942499999999995
16055,-73.978,40.631,48.948
16056,-73.978,40.632,49.489
16057,-73.978,40.633,51.316
16058,-73.978,40.634,49.9275
16059,-73.978,40.635,48.2295
16060,-73.978,40.636,46.8115
16061,-73.978,40.637,21.7535
16062,-73.978,40.638,43.526
16063,-73.978,40.639,46.559
16064,-73.978,40.64,48.697
16065,-73.978,40.641,51.357
16066,-73.978,40.642,53.7175
16067,-73.978,40.643,54.7625
16068,-73.978,40.644,55.147999999999996
16069,-73.978,40.645,56.886
16070,-73.978,40.646,56.6455
16071,-73.978,40.647,57.075
16072,-73.978,40.648,57.5595
16073,-73.978,40.649,57.182
16074,-73.978,40.65,60.068
16075,-73.978,40.651,62.573
16076,-73.978,40.652,69.14
16077,-73.978,40.653,78.954
16078,-73.978,40.654,103.661
16079,-73.978,40.655,125.134
16080,-73.978,40.656,129.0235
16081,-73.978,40.657,138.82
16082,-73.978,40.658,144.7395
16083,-73.978,40.659,148.365
16084,-73.978,40.66,145.9495
16085,-73.978,40.663,150.554
16086,-73.978,40.664,151.613
16087,-73.978,40.665,149.487
16088,-73.978,40.666,145.827
16089,-73.978,40.667,139.3185
16090,-73.978,40.668,123.7375
16091,-73.978,40.669,115.501
16092,-73.978,40.67,102.3275
16093,-73.978,40.671,88.124
16094,-73.978,40.672,84.507
16095,-73.978,40.673,84.523
16096,-73.978,40.674,85.7255
16097,-73.978,40.675,71.48400000000001
16098,-73.978,40.676,67.709
16099,-73.978,40.677,58.376999999999995
16100,-73.978,40.678,51.862
16101,-73.978,40.679,45.974999999999994
16102,-73.978,40.68,38.956
16103,-73.978,40.681,36.678
16104,-73.978,40.682,36.5
16105,-73.978,40.683,39.983
16106,-73.978,40.684,44.207
16107,-73.978,40.685,48.545
16108,-73.978,40.686,41.920500000000004
16109,-73.978,40.687,41.0305
16110,-73.978,40.688,36.2655
16111,-73.978,40.689,34.066
16112,-73.978,40.69,32.6085
16113,-73.978,40.691,40.927
16114,-73.978,40.692,34.665
16115,-73.978,40.693,30.115
16116,-73.978,40.694,29.018
16117,-73.978,40.695,19.558
16118,-73.978,40.698,9.9895
16119,-73.978,40.699,6.126
16120,-73.978,40.7,6.584
16121,-73.978,40.701,6.012
16122,-73.978,40.711,0.0
16123,-73.978,40.713,11.42
16124,-73.978,40.714,9.138
16125,-73.978,40.716,10.622
16126,-73.978,40.717,8.783
16127,-73.978,40.719,10.656
16128,-73.978,40.721,12.25
16129,-73.978,40.722,11.815
16130,-73.978,40.723,9.542
16131,-73.978,40.724,9.208
16132,-73.978,40.725,8.4835
16133,-73.978,40.726,8.815
16134,-73.978,40.727,9.397
16135,-73.978,40.728,10.273
16136,-73.978,40.729,12.371
16137,-73.978,40.732,13.5875
16138,-73.978,40.737,12.792
16139,-73.978,40.738,15.322
16140,-73.978,40.739,16.488
16141,-73.978,40.741,33.2545
16142,-73.978,40.742,35.241
16143,-73.978,40.743,30.637
16144,-73.978,40.744,25.479
16145,-73.978,40.745,25.724
16146,-73.978,40.746,31.799
16147,-73.978,40.747,42.29
16148,-73.978,40.748,52.884
16149,-73.978,40.749,65.989
16150,-73.978,40.75,60.539500000000004
16151,-73.978,40.751,55.46
16152,-73.978,40.752,56.004
16153,-73.978,40.754,59.35
16154,-73.978,40.755,60.331
16155,-73.978,40.756,63.043
16156,-73.978,40.757,68.679
16157,-73.978,40.758,71.377
16158,-73.978,40.759,71.826
16159,-73.978,40.76,69.265
16160,-73.978,40.761,68.0415
16161,-73.978,40.762,65.28999999999999
16162,-73.978,40.763,61.238
16163,-73.978,40.764,63.558
16164,-73.978,40.765,68.201
16165,-73.978,40.766,68.555
16166,-73.978,40.772,0.0
16167,-73.978,40.773,82.967
16168,-73.978,40.774,86.297
16169,-73.978,40.775,86.337
16170,-73.978,40.776,86.643
16171,-73.978,40.777,87.81
16172,-73.978,40.778,85.89
16173,-73.978,40.779,82.581
16174,-73.978,40.78,80.251
16175,-73.978,40.781,88.227
16176,-73.978,40.782,76.368
16177,-73.978,40.783,77.899
16178,-73.978,40.784,73.69
16179,-73.978,40.785,68.799
16180,-73.978,40.786,68.989
16181,-73.978,40.787,63.682
16182,-73.978,40.788,63.6
16183,-73.978,40.789,67.908
16184,-73.978,40.79,72.612
16185,-73.978,40.791,77.434
16186,-73.978,40.792,77.2895
16187,-73.978,40.793,0.0
16188,-73.977,40.573,0.0
16189,-73.977,40.574,0.0
16190,-73.977,40.576,7.294499999999999
16191,-73.977,40.579,8.231
16192,-73.977,40.581,7.71
16193,-73.977,40.586,0.0
16194,-73.977,40.587,0.0
16195,-73.977,40.59,13.094
16196,-73.977,40.591,12.973
16197,-73.977,40.592,14.3765
16198,-73.977,40.593,12.573
16199,-73.977,40.594,15.638
16200,-73.977,40.595,17.628
16201,-73.977,40.596,19.956
16202,-73.977,40.597,20.4435
16203,-73.977,40.598,18.4165
16204,-73.977,40.599,19.205
16205,-73.977,40.6,18.673
16206,-73.977,40.601,23.13
16207,-73.977,40.602,23.447
16208,-73.977,40.603,25.25
16209,-73.977,40.604,26.018
16210,-73.977,40.605,25.204
16211,-73.977,40.606,25.729
16212,-73.977,40.607,27.829
16213,-73.977,40.608,29.703
16214,-73.977,40.609,31.499
16215,-73.977,40.61,32.285
16216,-73.977,40.611,32.653
16217,-73.977,40.612,33.0305
16218,-73.977,40.613,33.39
16219,-73.977,40.614,32.383
16220,-73.977,40.615,29.604
16221,-73.977,40.616,25.956
16222,-73.977,40.617,26.314999999999998
16223,-73.977,40.619,30.118
16224,-73.977,40.622,36.423500000000004
16225,-73.977,40.623,39.448499999999996
16226,-73.977,40.624,42.392
16227,-73.977,40.625,45.045
16228,-73.977,40.626,45.896
16229,-73.977,40.627,46.773
16230,-73.977,40.628,44.01
16231,-73.977,40.629,47.7855
16232,-73.977,40.63,47.4935
16233,-73.977,40.631,48.554
16234,-73.977,40.632,45.8595
16235,-73.977,40.633,48.899
16236,-73.977,40.634,50.115
16237,-73.977,40.635,51.417
16238,-73.977,40.636,46.894
16239,-73.977,40.637,45.461
16240,-73.977,40.638,44.125
16241,-73.977,40.639,47.429
16242,-73.977,40.64,49.0145
16243,-73.977,40.641,53.073
16244,-73.977,40.642,53.656
16245,-73.977,40.643,48.326
16246,-73.977,40.644,53.960499999999996
16247,-73.977,40.645,55.309
16248,-73.977,40.646,55.205
16249,-73.977,40.647,56.1055
16250,-73.977,40.648,54.677
16251,-73.977,40.649,54.916
16252,-73.977,40.65,57.686499999999995
16253,-73.977,40.651,60.353
16254,-73.977,40.652,62.415
16255,-73.977,40.653,75.736
16256,-73.977,40.654,106.761
16257,-73.977,40.655,111.3455
16258,-73.977,40.656,120.6105
16259,-73.977,40.657,128.73399999999998
16260,-73.977,40.658,136.863
16261,-73.977,40.659,141.166
16262,-73.977,40.66,143.518
16263,-73.977,40.663,0.0
16264,-73.977,40.664,156.144
16265,-73.977,40.665,154.679
16266,-73.977,40.666,153.359
16267,-73.977,40.667,146.231
16268,-73.977,40.668,135.561
16269,-73.977,40.669,120.958
16270,-73.977,40.67,111.339
16271,-73.977,40.671,97.097
16272,-73.977,40.672,94.90350000000001
16273,-73.977,40.673,93.1325
16274,-73.977,40.674,88.7745
16275,-73.977,40.675,73.991
16276,-73.977,40.676,71.897
16277,-73.977,40.677,66.24549999999999
16278,-73.977,40.678,59.586
16279,-73.977,40.679,52.8705
16280,-73.977,40.68,46.0815
16281,-73.977,40.681,40.908
16282,-73.977,40.682,42.794
16283,-73.977,40.683,45.37
16284,-73.977,40.685,50.087
16285,-73.977,40.686,47.369
16286,-73.977,40.687,47.7195
16287,-73.977,40.688,41.401
16288,-73.977,40.689,39.1385
16289,-73.977,40.69,37.417
16290,-73.977,40.692,48.734
16291,-73.977,40.694,35.411500000000004
16292,-73.977,40.697,17.631
16293,-73.977,40.698,13.0045
16294,-73.977,40.699,6.4079999999999995
16295,-73.977,40.7,4.0845
16296,-73.977,40.701,5.84
16297,-73.977,40.702,6.389
16298,-73.977,40.716,8.0785
16299,-73.977,40.717,0.0
16300,-73.977,40.718,9.53
16301,-73.977,40.719,8.612
16302,-73.977,40.72,8.01
16303,-73.977,40.722,11.8185
16304,-73.977,40.723,11.446
16305,-73.977,40.724,10.008
16306,-73.977,40.725,8.8305
16307,-73.977,40.726,8.545
16308,-73.977,40.727,8.434999999999999
16309,-73.977,40.728,7.026
16310,-73.977,40.729,6.3405000000000005
16311,-73.977,40.735,6.63
16312,-73.977,40.737,3.431
16313,-73.977,40.739,18.5
16314,-73.977,40.74,19.0275
16315,-73.977,40.741,29.6025
16316,-73.977,40.742,34.698
